cod ;f_Hz;GMPaH;AnH;p200_%;p4_%;p38_%;p34_%;vv_%;vbe_%;vma_%;vfa_%;Elab_Mpa;dm_graus
11.34;3219.346229;207.2301003;28.72343832;0.055;0.503;0.208;0;0.055;0.089217265;0.144217265;0.618630959;25749.37126;5.698917645
11.35;6438.692458;245.3313477;27.58054897;0.055;0.503;0.208;0;0.055;0.089217265;0.144217265;0.618630959;26496.66144;5.182423196
11.36;8048.365573;258.3436848;27.24817908;0.055;0.503;0.208;0;0.055;0.089217265;0.144217265;0.618630959;26714.42253;5.029780027
11.37;12877.38492;286.8891134;26.60033946;0.055;0.503;0.208;0;0.055;0.089217265;0.144217265;0.618630959;27139.3733;4.727813486
11.38;25754.76983;331.6451127;25.7635103;0.055;0.503;0.208;0;0.055;0.089217265;0.144217265;0.618630959;27689.12112;4.326141833
11.39;64386.92458;395.1615374;24.84647876;0.055;0.503;0.208;0;0.055;0.089217265;0.144217265;0.618630959;28292.26262;3.863856005
11.4;128773.8492;446.0123836;24.27460606;0.055;0.503;0.208;0;0.055;0.089217265;0.144217265;0.618630959;28668.4762;3.558259584
11.41;257547.6983;498.8140184;23.79133312;0.055;0.503;0.208;0;0.055;0.089217265;0.144217265;0.618630959;28986.2289;3.285038595
11.42;643869.2458;570.860822;23.26671445;0.055;0.503;0.208;0;0.055;0.089217265;0.144217265;0.618630959;29330.68894;2.966453727
11.43;1287738.492;626.4921923;22.94206468;0.055;0.503;0.208;0;0.055;0.089217265;0.144217265;0.618630959;29543.40544;2.753179085
11.44;2575476.983;682.6175407;22.66915092;0.055;0.503;0.208;0;0.055;0.089217265;0.144217265;0.618630959;29721.81338;2.560529913
11.45;3219346.229;700.7224963;22.5909473;0.055;0.503;0.208;0;0.055;0.089217265;0.144217265;0.618630959;29772.84633;2.502480374
12.01;1.41563E-05;0.001027049;87.93780875;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;106.2117514;20.47074286
12.02;2.83127E-05;0.002061477;87.31247226;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;133.9187209;22.89312353
12.03;7.07817E-05;0.005094721;86.3160231;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;188.0174263;26.49501243
12.04;0.000141563;0.009949239;85.41301588;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;248.6633932;29.45915796
12.05;0.000283127;0.019134402;84.3622817;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;334.4836867;32.50807781
12.06;0.000361773;0.024016818;83.95197111;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;372.7314962;33.57350093
12.07;0.000707817;0.044233504;82.7159922;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;504.9546364;36.33694806
12.08;0.000723546;0.045113658;82.67260297;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;510.0744003;36.42160894
12.09;0.001415634;0.081558394;81.25319932;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;696.1419512;38.73043035
12.1;0.001808866;0.10077053;80.68752456;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;780.5749217;39.40684393
12.11;0.002831269;0.147330501;79.585106;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;962.3991324;40.34957728
12.12;0.003539086;0.177418997;79.00211831;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;1067.89995;40.66038951
12.13;0.003617732;0.180674361;78.94345454;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;1078.876651;40.68490751
12.14;0.007235465;0.316930014;76.9770806;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;1485.113495;40.86828102
12.15;0.018088662;0.643402919;74.02587661;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;2233.495315;39.36026253
12.16;0.036177324;1.070027401;71.52914465;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;2992.265167;37.09502685
12.17;0.072354649;1.738117611;68.81713636;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;3938.57959;34.18204878
12.18;0.090443311;2.021718376;67.9016128;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;4284.940214;33.16031426
12.19;0.157292715;2.910206943;65.55102987;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;5231.963356;30.54530715
12.2;0.31458543;4.496863442;62.46920887;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;6589.005611;27.26209268
12.21;0.786463574;7.714021463;58.23257269;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;8639.428297;23.18256332
12.22;1.572927148;11.30115168;54.97246613;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;10340.06525;20.41380052
12.23;3.145854297;16.19431436;51.72802518;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;12121.11728;17.95490144
12.24;7.864635742;25.21427933;47.5591954;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;14518.57053;15.17002456
12.25;15.72927148;34.41357117;44.56212726;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;16306.7943;13.38499044
12.26;18.87512578;37.22422384;43.80245827;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;16767.77572;12.95712168
12.27;31.45854297;46.05300248;41.74626604;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;18030.21199;11.84281679
12.28;37.75025156;49.56364965;41.03975569;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;18468.79157;11.47349764
12.29;39.32317871;50.37672502;40.88362398;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;18566.03767;11.39274881
12.3;94.3756289;70.33428268;37.72437216;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;20558.50157;9.818940793
12.31;188.7512578;89.80218906;35.48910485;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;21996.3886;8.76275932
12.32;377.5025156;112.7696126;33.49192501;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;23301.1287;7.847453418
12.33;943.756289;148.7691924;31.20570782;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;24818.98662;6.818271662
12.34;1887.512578;180.3560447;29.72707759;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;25815.46216;6.154030362
12.35;3775.025156;215.6660198;28.4454748;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;26689.35545;5.572161454
12.36;4718.781445;227.8083073;28.07167473;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;26946.13808;5.400330877
12.37;11010.49004;277.2086493;26.8086125;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;27820.58274;4.808097274
12.38;22020.98008;321.2681008;25.94102772;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;28427.70838;4.385944953
12.39;55052.45019;383.9852229;24.98944047;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;29100.27266;3.900015735
12.4;110104.9004;434.3360517;24.39558334;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;29523.84075;3.578834364
12.41;220209.8008;486.7348495;23.89348073;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;29884.47042;3.29177567
12.42;550524.5019;558.4028263;23.34816938;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;30278.95566;2.957256706
12.43;1101049.004;613.8633017;23.01058697;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;30524.76642;2.733494035
12.44;2202098.008;669.9138792;22.72672831;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;30732.48914;2.531538794
12.45;2752622.51;688.0143776;22.64537633;0.055;0.509;0.295;0;0.055;0.089085335;0.144085335;0.618281764;30792.20582;2.470722612
13.01;1.25834E-05;0.000911594;88.03430973;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;93.20015013;16.26502382
13.02;2.51668E-05;0.001832527;87.42599699;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;113.0529859;18.80915612
13.03;6.29171E-05;0.004540772;86.45604829;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;151.1640976;22.78985185
13.04;0.000125834;0.008888806;85.57638852;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;193.365191;26.24667194
13.05;0.000251668;0.017141768;84.55201735;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;252.7343411;29.97894335
13.06;0.000393232;0.025934145;83.80753203;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;303.4301482;32.42982001
13.07;0.000629171;0.039788206;82.94528233;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;370.7270285;34.93867264
13.08;0.000786464;0.048606364;82.50625673;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;408.7257894;36.06734141
13.09;0.001258342;0.073608779;81.51582699;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;504.2095294;38.22413093
13.1;0.001966159;0.108224334;80.48912896;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;618.1964221;39.88265223
13.11;0.002516683;0.133444364;79.88365426;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;692.9190117;40.5921363
13.12;0.003145854;0.160887255;79.3126901;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;768.6555066;41.0878907
13.13;0.003932318;0.193537988;78.71886226;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;852.9842157;41.43567313
13.14;0.007864636;0.338584179;76.72516903;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;1179.030517;41.52399223
13.15;0.019661589;0.684850257;73.73740931;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;1796.790186;39.47319176
13.16;0.039323179;1.135746822;71.21395684;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;2442.604559;36.70298117
13.17;0.078646357;1.839635423;68.47733604;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;3271.130854;33.37452141
13.18;0.098307947;2.137843248;67.55454871;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;3580.00278;32.25261934
13.19;0.157292715;2.910206943;65.55102987;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;4300.333447;29.8843546
13.2;0.31458543;4.496863442;62.46920887;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;5535.771318;26.50998488
13.21;0.786463574;7.714021463;58.23257269;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;7466.536802;22.48083767
13.22;1.572927148;11.30115168;54.97246613;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;9116.228933;19.8313112
13.23;3.145854297;16.19431436;51.72802518;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;10882.53667;17.52528961
13.24;7.864635742;25.21427933;47.5591954;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;13311.04527;14.9562283
13.25;15.72927148;34.41357117;44.56212726;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;15153.02294;13.32757699
13.26;31.45854297;46.05300248;41.74626604;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;16947.61522;11.92817703
13.27;39.32317871;50.37672502;40.88362398;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;17508.74484;11.52064696
13.28;78.64635742;65.76692743;38.35183584;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;19184.04265;10.3719969
13.29;157.2927148;84.35068796;36.05390155;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;20738.88864;9.379065416
13.3;393.2317871;114.2352649;33.38162942;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;22584.69535;8.264517374
13.31;786.4635742;141.0852358;31.62961692;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;23815.27085;7.54560582
13.32;1572.927148;171.6838972;30.09615632;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;24904.72093;6.915589776
13.33;3932.317871;217.8595306;28.37573345;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;26139.80007;6.196774898
13.34;7864.635742;256.9806344;27.28181282;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;26931.55471;5.725370765
13.35;15729.27148;299.4910458;26.3449308;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;27613.15901;5.306465783
13.36;19661.58935;313.8535391;26.07356974;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;27811.11515;5.181541277
13.37;20448.05293;316.4105267;26.02730455;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;27844.88706;5.160050635
13.38;40896.10586;363.1240166;25.275886;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;28394.18636;4.801790195
13.39;102240.2646;428.8474744;24.454445;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;28995.96888;4.384173414
13.4;204480.5293;481.0478756;23.94319748;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;29370.80561;4.104542421
13.41;408961.0586;534.9073242;23.51174102;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;29687.02731;3.851801711
13.42;1022402.646;607.8980145;23.0439566;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;30029.38338;3.553414922
13.43;2044805.293;663.9058015;22.75477274;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;30240.52929;3.351169864
13.44;4089610.586;720.13031;22.51184258;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;30417.43089;3.166558911
13.45;5112013.232;738.2110538;22.44225879;0.051;0.544;0.261;0.056;0.055;0.093606882;0.148606882;0.629896011;30467.99712;3.110544447
14.01;1.37949E-05;0.001000522;87.95923087;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;83.60504071;17.52868687
14.02;2.75898E-05;0.002008917;87.33766859;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;104.0776528;19.99618855
14.03;6.89744E-05;0.004967716;86.34709148;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;144.5545949;23.79249404
14.04;0.000137949;0.009706389;85.44925431;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;190.704429;27.03455611
14.05;0.000275898;0.018678646;84.40435397;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;257.296198;30.48729124
14.06;0.00031352;0.021037217;84.19415995;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;272.5097465;31.13279189
14.07;0.00062704;0.039666712;82.95180532;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;375.943047;34.56387158
14.08;0.000689744;0.043218638;82.76680893;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;393.420223;35.01497146
14.09;0.001379489;0.079746195;81.31137743;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;551.1155985;37.98817286
14.1;0.001567601;0.089088178;81.02104387;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;587.0447052;38.45742413
14.11;0.002758978;0.144169956;79.65120598;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;777.7989358;40.12733709
14.12;0.003135202;0.160433222;79.32153932;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;829.0946747;40.40033931
14.13;0.003448722;0.173658243;79.07086742;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;869.533434;40.57621918
14.14;0.006270404;0.282717381;77.40182855;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;1171.089384;41.10671847
14.15;0.015676009;0.577554962;74.51343418;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;1829.634375;39.96566823
14.16;0.031352019;0.965175005;72.06296537;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;2525.671342;37.74942975
14.17;0.062704038;1.575461653;69.39395063;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;3423.330361;34.7631426
14.18;0.078380047;1.835404566;68.49121308;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;3758.457668;33.70472959
14.19;0.125408076;2.511598864;66.52639345;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;4539.908703;31.40417033
14.2;0.250816152;3.910765678;63.49100364;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;5877.159766;27.9990764
14.21;0.627040379;6.775734799;59.29173564;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;7952.910194;23.7830002
14.22;1.254080759;9.999790319;56.03903526;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;9708.84695;20.94396535
14.23;2.508161517;14.43243943;52.78311224;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;11568.65347;18.44196457
14.24;6.270403793;22.67696219;48.57135076;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;14089.4038;15.63171085
14.25;12.54080759;31.15587448;45.52349324;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;15972.248;13.84334173
14.26;25.08161517;41.95897991;42.64452654;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;17781.79156;12.3058412
14.27;31.35201896;45.98953639;41.75955059;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;18342.45428;11.85834307
14.28;31.35201896;45.98953639;41.75955059;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;18342.45428;11.85834307
14.29;62.70403793;60.39959651;39.15406182;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;20001.44398;10.59857384
14.3;156.7600948;84.25154176;36.06456578;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;21977.91377;9.195252085
14.31;313.5201896;106.2621369;34.00390026;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;23297.24578;8.298242114
14.32;627.0403793;131.8997783;32.17745208;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;24464.5908;7.518742747
14.33;1567.600948;171.5250136;30.10315408;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;25785.09969;6.638316768
14.34;3135.201896;205.8455577;28.77059944;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;26628.72059;6.066906497
14.35;6270.403793;243.8106002;27.62110398;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;27352.25085;5.56363624
14.36;7838.004741;256.7807441;27.28676767;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;27561.78655;5.414439911
14.37;11286.72683;278.7291329;26.77516622;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;27881.48986;5.182844642
14.38;22573.45365;322.8998565;25.91251;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;28417.61898;4.780668296
14.39;56433.63413;385.7451245;24.96646517;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;29000.27371;4.315565398
14.4;112867.2683;436.1764813;24.37613665;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;29360.24909;4.006586687
14.41;225734.5365;488.6405014;23.87705773;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;29661.8398;3.72916443
14.42;564336.3413;560.3704087;23.33507069;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;29985.78902;3.404081182
14.43;1128672.683;615.8593994;22.99956666;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;30183.99626;3.185364785
14.44;2257345.365;671.9232186;22.71746734;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;30348.9424;2.986950341
14.45;2821681.707;690.024858;22.63662151;0.05;0.564;0.341;0.067;0.055;0.0932085;0.1482085;0.628901176;30395.87882;2.926991805
15.01;1.06145E-05;0.000767039;88.16905226;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;76.98528442;18.92229251
15.02;2.1229E-05;0.00154514;87.58460386;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;94.04577757;21.28856048
15.03;5.30726E-05;0.003842595;86.65186577;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;126.9374523;24.85781145
15.04;0.000106145;0.00754747;85.80505453;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;163.5195228;27.85221494
15.05;0.00021229;0.014611254;84.81785239;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;215.1911362;31.00501846
15.06;0.000303272;0.020397961;84.24935221;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;249.7456345;32.63898303
15.07;0.000530726;0.034110268;83.26705174;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;318.3925599;35.12689519
15.08;0.000606544;0.038494841;83.01548176;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;337.8880995;35.69361345
15.09;0.001061452;0.063406952;81.88490973;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;435.7184142;37.88065878
15.1;0.00151636;0.08656488;81.09720019;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;514.2313647;39.05994521
15.11;0.002122903;0.115535976;80.30391171;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;602.3407668;39.97225013
15.12;0.002653629;0.139532156;79.75012686;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;669.4144238;40.45339023
15.13;0.003032719;0.156047553;79.40796448;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;713.19956;40.68988128
15.14;0.006065439;0.275280455;77.49903896;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;991.4300147;41.24504684
15.15;0.015163596;0.56317847;74.62522698;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;1523.71992;40.19015534
15.16;0.030327193;0.942205738;72.18556109;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;2086.230875;38.19563277
15.17;0.060654385;1.539709681;69.52665268;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;2815.601052;35.47392317
15.18;0.075817982;1.79440829;68.62693777;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;3089.507078;34.49693983
15.19;0.151635963;2.842200662;65.70989194;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;4069.079453;31.3072074
15.2;0.303271926;4.397212474;62.63526634;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;5246.37518;28.07812219
15.21;0.758179816;7.555198717;58.40417151;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;7089.84131;24.04794888
15.22;1.516359631;11.08159363;55.14484659;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;8668.890575;21.30088362
15.23;3.032719262;15.89800871;51.89813322;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;10364.13087;18.85206797
15.24;7.581798156;24.78929303;47.72186243;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;12703.59054;16.06619289
15.25;15.16359631;33.86952908;44.71627458;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;14485.48439;14.2721802
15.26;24.2617541;41.38269826;42.77815984;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;15674.00094;13.19285349
15.27;30.32719262;45.37122027;41.8899807;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;16228.42089;12.71593941
15.28;37.90899078;49.64676629;41.0236716;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;16774.90154;12.26051295
15.29;48.5235082;54.72446877;40.09169894;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;17368.96098;11.7805309
15.3;121.3087705;76.99470703;36.88719242;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;19458.50452;10.19735122
15.31;242.617541;97.7064915;34.73840058;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;20898.85245;9.180824797
15.32;485.235082;121.9859134;32.82628747;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;22206.19887;8.295205849
15.33;1213.087705;159.7759346;30.64623846;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;23725.80687;7.293107882
15.34;2426.17541;192.7195856;29.24111099;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;24721.6106;6.642132103
15.35;4852.35082;229.3532176;28.02618086;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;25592.96382;6.068692167
15.36;6065.438525;241.9094876;27.67233136;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;25848.54913;5.898716658
15.37;16679.95594;303.2373598;26.27220609;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;26867.79713;5.205902201
15.38;33359.91189;349.1074683;25.48414431;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;27446.9879;4.795376618
15.39;83399.77971;413.8874968;24.62175872;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;28085.19576;4.319412155
15.4;166799.5594;465.5170288;24.08457704;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;28484.93483;4.002547026
15.41;333599.1189;518.9348481;23.63097393;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;28823.68459;3.717625042
15.42;833997.7971;591.541835;23.13891756;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;29192.24342;3.383303087
15.43;1667995.594;647.4072124;22.83459715;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;29420.64535;3.158135513
15.44;3335991.189;703.6101393;22.57887578;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;29612.76087;2.953735604
15.45;4169988.986;721.7083188;22.50561563;0.055;0.503;0.208;0;0.055;0.101168828;0.156168828;0.647817041;29667.81854;2.891947901
16.01;8.69555E-06;0.000626198;88.32017715;0.055;0.509;0.295;0;0.055;0.098471224;0.153471224;0.641626627;69.75483163;21.4054534
16.02;1.73911E-05;0.001264264;87.76262551;0.055;0.509;0.295;0;0.055;0.098471224;0.153471224;0.641626627;90.32600373;23.43995042
16.03;4.34778E-05;0.003156764;86.87191207;0.055;0.509;0.295;0;0.055;0.098471224;0.153471224;0.641626627;131.4934277;26.38056587
16.04;8.69555E-05;0.006223914;86.06228997;0.055;0.509;0.295;0;0.055;0.098471224;0.153471224;0.641626627;178.7865284;28.74377364
