cod ;f_Hz;GMPaH;AnH;p200_%;p4_%;p38_%;p34_%;vv_%;vbe_%;vma_%;vfa_%;Elab_Mpa;dm_graus
24.42;495278.6372;326.6501598;44.7238464;0.055;0.509;0.295;0;0.055;0.100957871;0.155957871;0.647340658;29851.97347;2.874238028
24.43;990557.2743;353.6124448;44.7237397;0.055;0.509;0.295;0;0.055;0.100957871;0.155957871;0.647340658;30127.83153;2.648056807
24.44;1981114.549;379.9116076;44.72368183;0.055;0.509;0.295;0;0.055;0.100957871;0.155957871;0.647340658;30362.00073;2.443708078
24.45;2476393.186;388.2050315;44.72366957;0.055;0.509;0.295;0;0.055;0.100957871;0.155957871;0.647340658;30429.51592;2.382136968
25.01;0.000330018;0.002568662;87.25829991;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;168.8132945;25.74897261
25.02;0.001650092;0.012199634;85.70458506;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;316.3239644;34.33739727
25.03;0.003300184;0.023726916;84.78517809;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;430.4822407;37.28941956
25.04;0.016500919;0.107019722;81.86107822;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;927.8477195;39.60965864
25.05;0.033001839;0.199929522;80.18553692;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;1300.16663;38.40661697
25.06;0.082504597;0.443942729;77.51257518;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;2008.948676;35.33802438
25.07;0.100005572;0.522500999;76.88014386;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;2194.820345;34.55605892
25.08;0.50002786;1.905747765;70.56431534;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;4333.54337;27.50081206
25.09;1.00005572;3.194296159;67.28925594;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;5580.027906;24.62269021
25.1;5.0002786;9.580472131;58.65208273;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;9049.270366;18.99138808
25.11;10.0005572;14.71126661;54.66028518;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;10673.73122;17.03582742
25.12;25.001393;24.90471491;49.35976185;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;12810.26054;14.83382489
25.13;50.002786;35.99014963;45.46529988;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;14355.66436;13.41942877
25.14;250.01393;76.91324628;37.33168921;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;17511.05046;10.80112908
25.15;500.02786;102.6015773;34.36010164;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;18644.09758;9.902321963
25.16;2500.1393;184.4741166;28.82767386;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;20742.77455;8.209490789
25.17;5000.2786;229.8525176;27.00078815;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;21438.01677;7.615959066
25.18;12500.6965;299.0888496;25.02964802;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;22193.40499;6.92996823
26.01;0.000430001;0.003789055;86.11283109;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;317.7441043;27.83595393
26.02;0.002150003;0.01791476;83.73949994;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;604.7629036;34.46198385
26.03;0.004300006;0.034519941;82.46204243;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;811.1274541;36.03097599
26.04;0.021500028;0.150520893;78.7836032;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;1613.549336;35.51006566
26.05;0.043000057;0.276133076;76.85625444;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;2151.398065;33.77833831
26.06;0.100000132;0.563005227;74.20603985;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;3006.608829;30.98906054
26.07;0.107500142;0.597585385;73.96302358;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;3091.03838;30.73021267
26.08;0.50000066;2.002304779;68.19962014;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;5324.162653;25.12699058
26.09;1.00000132;3.325703125;65.2390675;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;6595.673066;22.76882936
26.1;5.000006598;9.823433257;57.63532688;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;10026.30913;18.09411738
26.11;10.0000132;15.02810164;54.12917155;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;11622.56864;16.43552155
26.12;25.00003299;25.38471713;49.3909113;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;13745.2194;14.5370861
26.13;35.00004618;30.44780719;47.6437232;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;14512.3484;13.91572084
26.14;175.0002309;67.33261313;39.4856515;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;17950.52071;11.41566177
26.15;350.0004618;91.30258376;36.18513868;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;19268.04946;10.54089116
26.16;1750.002309;170.9331577;29.31710693;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;21872.9816;8.867938248
26.17;3500.004618;216.860249;26.76044532;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;22797.83033;8.272942566
26.18;8750.011546;289.0576091;23.77316782;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;23850.04159;7.579381286
27.01;0.000260001;0.007104048;82.68836589;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;181.1140781;30.9327362
27.02;0.001300004;0.031445357;79.83940767;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;399.2864627;35.21280693
27.03;0.002600007;0.058737598;78.35445118;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;560.6598833;36.20029193
27.04;0.013000036;0.236593936;74.22019929;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;1196.501709;35.76649728
27.05;0.026000071;0.418152639;72.1211748;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;1624.219791;34.45496506
27.06;0.065000179;0.859051735;69.03856209;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;2371.875784;31.9679548
27.07;0.100000275;1.188568366;67.46783666;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;2802.931195;30.60162757
27.08;0.500001374;3.67862537;60.9435799;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;4890.591497;25.12909643
27.09;1.000002749;5.739339123;57.84724199;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;6012.280831;22.83986752
27.1;5.000013744;14.61665039;50.17810533;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;9017.037249;18.1185432
27.11;10.00002749;20.97319332;46.75546235;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;10422.61398;16.38493527
27.12;25.00006872;32.57560724;42.22237543;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;12315.47158;14.36619827
27.13;45.00012369;42.29223846;39.35406831;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;13523.38051;13.22344133
27.14;225.0006185;79.74916341;31.90118776;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;16675.34094;10.62106151
27.15;450.0012369;101.3060921;28.95954626;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;17921.77034;9.702843116
27.16;2250.006185;164.5108851;22.94017647;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;20482.90955;7.941972674
27.17;4500.012369;197.1582889;20.72566588;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;21433.61727;7.315993028
27.18;11250.03092;244.7562897;18.14917219;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;22550.93907;6.588000639
28.01;0.00025;0.004562136;84.509446;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;171.6872537;31.26206984
28.02;0.00125;0.021767577;82.15095721;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;374.7774225;36.66715594
28.03;0.0025;0.042338026;80.82538723;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;529.8023506;37.91015669
28.04;0.0125;0.1886912;76.8522996;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;1166.679636;37.22948999
28.05;0.025;0.348177234;74.70363731;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;1610.014026;35.53097121
28.06;0.062500001;0.754565569;71.42356899;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;2400.945529;32.4551591
28.07;0.100000002;1.102211494;69.54418227;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;2907.522428;30.67335267
28.08;0.500000009;3.649507637;62.16197644;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;5179.684821;24.48136135
28.09;1.000000018;5.812969981;58.60475855;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;6391.443406;22.03269592
28.1;5.00000009;15.22090465;49.8841347;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;9559.028545;17.19509613
28.11;10.00000018;21.91854905;46.11144363;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;10990.89738;15.48136828
28.12;25.00000045;33.96709151;41.29698226;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;12861.49969;13.52258089
28.13;45.00000081;43.86868473;38.38081109;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;14018.44752;12.42980332
28.14;225.000004;80.53079731;31.36297687;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;16893.48296;9.979473014
28.15;450.0000081;100.6665474;28.83784986;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;17969.82627;9.12608987
28.16;2250.00004;156.3600182;24.13335612;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;20065.54781;7.502978229
28.17;4500.000081;183.4537208;22.56290915;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;20801.23533;6.929514661
28.18;11250.0002;221.2089883;20.84624472;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;21634.25796;6.264399652
29.01;0.000250001;0.007164044;85.13417071;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;187.0899151;32.32062114
29.02;0.001250003;0.033249702;82.48456264;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;428.7817259;37.08029526
29.03;0.002500006;0.063221053;81.02640254;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;611.0322769;38.00652197
29.04;0.012500028;0.264197582;76.75883976;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;1339.489582;36.78938979
29.05;0.025000057;0.473744656;74.50392857;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;1832.600148;34.99807385
29.06;0.062500142;0.991268446;71.12050461;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;2694.308751;31.91228362
29.07;0.100000227;1.425010524;69.21004569;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;3237.833632;30.15959613
29.08;0.500001137;4.533715859;61.86954021;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;5633.79672;24.13366851
29.09;1.000002274;7.157182254;58.40990369;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;6899.416743;21.75697855
29.1;5.000011369;18.73647868;50.08787409;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;10215.93421;17.04744157
29.11;10.00002274;27.20927366;46.54042666;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;11731.7663;15.37123644
29.12;25.00005685;42.94230558;42.04305552;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;13738.63212;13.44869324
29.13;70.00015917;68.34295518;37.39555652;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;15921.35889;11.63617232
29.14;350.0007959;128.5139241;31.25326246;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;19017.99846;9.398350216
29.15;700.0015917;163.2171806;29.06426626;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;20198.16767;8.614284101
29.16;3500.007959;265.4519525;24.98821982;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;22548.19586;7.114432378
29.17;7000.015917;318.5804371;23.62074389;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;23395.22327;6.581439513
29.18;17500.03979;396.4574095;22.11633787;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;24373.04467;5.960998625
30.01;0.0002;0.006996355;83.86157251;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;274.3999405;28.03229653
30.02;0.001000001;0.03043554;80.90133831;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;532.2549918;34.44435945
30.03;0.002000001;0.056310336;79.34311832;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;716.9904358;35.99669502
30.04;0.010000005;0.221960695;74.98334402;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;1433.230655;35.5180864
30.05;0.02000001;0.389340312;72.77004583;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;1913.65848;33.78292192
30.06;0.050000026;0.79419163;69.53370452;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;2756.917885;30.68722761
30.07;0.100000052;1.329431219;66.86163495;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;3574.056484;28.08638269
30.08;0.50000026;4.041105682;60.02793343;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;6108.614186;22.26807148
30.09;1.000000521;6.283699327;56.88555313;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;7458.909743;20.07123749
30.1;5.000002604;16.04877594;49.4206228;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;11029.94851;15.84014759
30.11;10.00000521;23.15913726;46.24399366;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;12673.92686;14.36447427
30.12;25.00001302;36.3782304;42.18832073;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;14857.2942;12.6854859
30.13;80.00004167;61.23573493;37.40480712;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;17533.80222;10.92812831
30.14;400.0002083;114.9556781;31.6770051;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;20859.35669;9.03337331
30.15;800.0004167;146.2934417;29.56486971;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;22115.91398;8.367425288
30.16;4000.002083;240.2411068;25.4779481;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;24593.26391;7.086039697
30.17;8000.004167;290.0229675;24.04606363;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;25476.06179;6.627135907
30.18;20000.01042;364.1635926;22.4224919;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;26486.79556;6.089663658
31.01;0.000650007;0.004107405;87.83960531;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;188.4894149;27.36126343
31.02;0.003250036;0.02028952;86.36501863;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;373.190762;37.49657646
31.03;0.006500073;0.039976894;85.47754042;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;522.3331639;40.77162961
31.04;0.032500364;0.18412267;82.59655085;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;1199.946231;42.24700525
31.05;0.065000729;0.345745013;80.91142425;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;1719.385292;40.2206495
31.06;0.100001121;0.506314112;79.70277409;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;2138.491064;38.42179719
31.07;0.162501822;0.770433694;78.178425;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;2713.155167;36.09677011
31.08;0.500005607;1.947322174;73.92988174;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;4506.082495;30.34467836
31.09;1.000011214;3.337306145;70.77780401;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;5938.237659;26.97701245
31.1;5.000056068;10.51266276;61.93499631;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;10003.3637;20.4515624
31.11;10.00011214;16.46505677;57.58200759;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;11915.14323;18.22416304
31.12;25.00028034;28.57069833;51.5361821;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;14413.91486;15.74728603
31.13;50.00056068;42.01803059;46.90086955;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;16200.76984;14.17543228
31.14;250.0028034;93.15432776;36.71678094;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;19766.05935;11.3079892
31.15;500.0056068;126.0318579;32.84657919;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;21010.25398;10.33683532
31.16;2500.028034;233.2456815;25.50021072;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;23247.14418;8.526479999
31.17;5000.056068;293.799031;23.05826194;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;23964.27099;7.897558649
31.18;12500.14017;387.3092445;20.43341169;0.0324;0.4562;0.0943;0.0715;0.055;0.1059;0.1609;0.6561;24726.47838;7.174403546
32.01;0.00090001;0.014061353;82.90280738;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;181.0421568;29.18835147
32.02;0.00450005;0.060947772;79.54224085;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;383.0151449;38.27293655
32.03;0.009000101;0.112036012;77.83435932;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;552.896228;40.62837422
32.04;0.045000505;0.431367206;73.20216759;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;1357.232498;39.93138148
32.05;0.090001009;0.747036747;70.90725625;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;1989.355591;37.3914577
32.06;0.100001121;0.810633698;70.54237998;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;2105.767558;36.93355215
32.07;0.225002523;1.49592014;67.5934232;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;3209.55023;33.07294211
32.08;0.500005607;2.657430568;64.45258135;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;4689.838227;29.12102516
32.09;1.000011214;4.273842577;61.54707828;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;6297.33942;25.88143755
32.1;5.000056068;11.82075008;54.25805529;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;10933.57314;19.60797792
32.11;10.00011214;17.65611123;50.94424226;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;13126.35861;17.46584873
32.12;25.00028034;29.01923918;46.47763015;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;15987.1251;15.08288367
32.13;30.00033641;31.89179863;45.58377437;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;16536.58876;14.66272809
32.14;150.001682;68.93949335;37.77306577;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;20885.06291;11.58771832
32.15;300.0033641;92.94499662;34.53123176;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;22423.7438;10.5511369
32.16;1500.01682;173.1148788;27.54420681;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;25200.0763;8.629300494
32.17;3000.033641;219.8217969;24.83325205;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;26088.75793;7.965645801
32.18;7500.084102;294.0536219;21.56804309;0.05;0.56;0.32;0;0.055;0.0845;0.1395;0.6048;27029.6644;7.205623421
33.01;0.0008;0.012599724;83.11804246;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;172.9042274;25.94585067
33.02;0.004000001;0.054874884;79.81619519;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;353.5707497;35.8379018
33.03;0.008000002;0.101135956;78.13635932;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;495.2534438;38.62323118
33.04;0.040000008;0.392159356;73.57397712;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;1113.396791;39.2343428
33.05;0.080000016;0.681441451;71.31018142;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;1572.913978;37.35313833
33.06;0.10000002;0.810626793;70.54241835;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;1754.336178;36.57737871
33.07;0.200000039;1.371005044;68.03710089;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;2439.602421;33.86065463
33.08;0.500000098;2.657410032;64.45262625;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;3667.791973;30.01377153
33.09;1.000000197;4.273811055;61.5471257;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;4864.775455;27.2031162
33.1;5.000000983;11.82067263;54.25810731;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;8499.047691;21.57779761
33.11;10.00000197;17.65600172;50.9442955;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;10353.90444;19.58873386
33.12;25.00000492;29.01907237;46.47768414;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;12947.2957;17.32508185
33.13;50.00000983;41.22448691;43.08149008;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;14937.45677;15.85593551
33.14;250.0000492;86.08052533;35.37313369;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;19328.26088;13.09817655
33.15;500.0000983;114.4356562;32.22126309;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;21024.87905;12.1376714
33.16;2500.000492;206.7674587;25.52690471;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;24367.15598;10.3042167
33.17;5000.000983;259.4057088;22.96687136;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;25541.31806;9.652407379
33.18;12500.00246;341.8405623;19.91181461;0.04;0.36;0.16;0;0.055;0.1129;0.1679;0.6744;26862.83914;8.892132761
34.01;0.000750001;0.011863008;83.23430098;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;176.1737419;26.53984061
34.02;0.003750006;0.051799143;79.96433103;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;354.1314643;36.84970623
34.03;0.007500011;0.095601678;78.29975199;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;496.3509515;39.47628391
34.04;0.037500057;0.372122463;73.77545337;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;1133.563548;39.17901303
34.05;0.075000113;0.64781709;71.5286923;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;1617.325586;36.94017531
34.06;0.100000151;0.810627617;70.54241377;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;1868.958429;35.81345862
34.07;0.187500283;1.306704582;68.27799537;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;2539.996048;33.15317621
34.08;0.500000756;2.657412484;64.45262089;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;3962.482955;28.92699684
34.09;1.000001512;4.273814818;61.54712004;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;5261.226894;26.13922779
34.1;5.000007559;11.82068187;54.2581011;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;9098.518201;20.70226647
34.11;10.00001512;17.65601479;50.94428915;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;10985.6029;18.80902129
34.12;25.00003779;29.01909228;46.4776777;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;13538.21734;16.66541226
34.13;25.00003779;29.01909228;46.4776777;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;13538.21734;16.66541226
34.14;125.000189;63.52234839;38.64242051;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;17771.5466;13.70353091
34.15;250.0003779;86.08057338;35.37312759;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;19380.43367;12.67763298
34.16;1250.00189;162.1168057;28.28972004;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;22474.33578;10.72885089
34.17;2500.003779;206.7675508;25.52689965;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;23529.55142;10.03924852
34.18;6250.009448;278.1160814;22.18789535;0.04;0.3;0.05;0;0.055;0.1177;0.1727;0.6818;24691.49727;9.237116856
35.01;0.000250016;0.005760958;86.80206025;0.0427;0.5882;0.3162;0.0026;0.0589;0.0953;0.1542;0.6181;230.5782697;32.13390058
35.02;0.001250082;0.026997942;84.42581297;0.0427;0.5882;0.3162;0.0026;0.0589;0.0953;0.1542;0.6181;424.6422375;35.8591773
35.03;0.002500165;0.052127707;83.08277386;0.0427;0.5882;0.3162;0.0026;0.0589;0.0953;0.1542;0.6181;569.0066853;36.80828482
35.04;0.012500825;0.229245903;79.03116985;0.0427;0.5882;0.3162;0.0026;0.0589;0.0953;0.1542;0.6181;1159.65339;36.71354466
35.05;0.02500165;0.421559382;76.82597694;0.0427;0.5882;0.3162;0.0026;0.0589;0.0953;0.1542;0.6181;1574.452329;35.60818025
35.06;0.062504124;0.911849004;73.44321182;0.0427;0.5882;0.3162;0.0026;0.0589;0.0953;0.1542;0.6181;2322.665443;33.30236979
35.07;0.100006598;1.332293992;71.49687336;0.0427;0.5882;0.3162;0.0026;0.0589;0.0953;0.1542;0.6181;2805.956207;31.83307654
35.08;0.500032991;4.443614093;63.80219681;0.0427;0.5882;0.3162;0.0026;0.0589;0.0953;0.1542;0.6181;4986.595739;26.07641361
35.09;1.000065982;7.120884331;60.06999666;0.0427;0.5882;0.3162;0.0026;0.0589;0.0953;0.1542;0.6181;6143.811879;23.5432372
35.1;5.000329908;19.01971674;50.86777697;0.0427;0.5882;0.3162;0.0026;0.0589;0.0953;0.1542;0.6181;9098.851623;18.16114423
35.11;10.00065982;27.68069056;46.86903218;0.0427;0.5882;0.3162;0.0026;0.0589;0.0953;0.1542;0.6181;10387.41208;16.15054982
