,otimizador,repeticao,teste,modelo,RMSE,R2
55,L-BFGS-B,26,0.33333,sak,0.14947022195757187,0.957806851556456
56,L-BFGS-B,27,0.33333,sak,0.13614276621479385,0.9637215438839151
57,L-BFGS-B,28,0.33333,sak,0.13870553338070837,0.9614700470287622
58,L-BFGS-B,29,0.33333,sak,0.1388994470977604,0.9628026135194911
59,L-BFGS-B,30,0.33333,sak,0.1424938413688781,0.9609943858620129
60,L-BFGS-B,1,0.33333,bw,0.1755311718812163,0.934480251488715
61,L-BFGS-B,2,0.33333,bw,0.1972767561128652,0.9227661224773657
62,L-BFGS-B,3,0.33333,bw,0.19724603722297074,0.9290918167206063
63,L-BFGS-B,4,0.33333,bw,0.1723381407281077,0.9442563321049005
64,L-BFGS-B,5,0.33333,bw,0.2118962438421138,0.9186203693862269
65,L-BFGS-B,6,0.33333,bw,0.17978009725601307,0.9385912176373157
66,L-BFGS-B,7,0.33333,bw,0.16927086140157382,0.9450139588289121
67,L-BFGS-B,8,0.33333,bw,0.16934280694828674,0.9409212425523654
68,L-BFGS-B,9,0.33333,bw,0.20098695308377557,0.9276172659347616
69,L-BFGS-B,10,0.33333,bw,0.1944164535979015,0.9272384892217611
70,L-BFGS-B,11,0.33333,bw,0.19839935574145157,0.9252233774733085
71,L-BFGS-B,12,0.33333,bw,0.18672808275586777,0.9329886860440441
72,L-BFGS-B,13,0.33333,bw,0.19017452119806455,0.9286983482093532
73,L-BFGS-B,14,0.33333,bw,0.1764984872524914,0.9403511675586184
74,L-BFGS-B,15,0.33333,bw,0.1669782022731954,0.9473889623165885
75,L-BFGS-B,16,0.33333,bw,0.1996772368824138,0.9276538944840557
76,L-BFGS-B,17,0.33333,bw,0.17472911850137418,0.9426681034826894
77,L-BFGS-B,18,0.33333,bw,0.18344488841629494,0.9318009061603176
78,L-BFGS-B,19,0.33333,bw,0.1796112536236739,0.9405070512029555
79,L-BFGS-B,20,0.33333,bw,0.20560249330456418,0.921569654700154
80,L-BFGS-B,21,0.33333,bw,0.17483204627870477,0.9405913876936883
81,L-BFGS-B,22,0.33333,bw,0.18698516833939077,0.9361616512519321
82,L-BFGS-B,23,0.33333,bw,0.1992445491213055,0.9266616456772381
83,L-BFGS-B,24,0.33333,bw,0.18693508956620966,0.9320404055502618
84,L-BFGS-B,25,0.33333,bw,0.20123623832092863,0.9198917170189982
85,L-BFGS-B,26,0.33333,bw,0.1795760520562595,0.9390200334306772
86,L-BFGS-B,27,0.33333,bw,0.17845968245396,0.9382030070435461
87,L-BFGS-B,28,0.33333,bw,0.20070855247231306,0.9232391158167286
88,L-BFGS-B,29,0.33333,bw,0.17554826486980668,0.9422845746790738
89,L-BFGS-B,30,0.33333,bw,0.18334926215503705,0.9344705262934927
90,L-BFGS-B,1,0.25,ch,7402.768877901065,0.7013812074038012
91,L-BFGS-B,2,0.25,ch,7338.255862480007,0.7138731495350972
92,L-BFGS-B,3,0.25,ch,7146.215217517786,0.718037600461299
93,L-BFGS-B,4,0.25,ch,6912.792214275399,0.730455396804351
94,L-BFGS-B,5,0.25,ch,6962.365689353978,0.720459147802256
95,L-BFGS-B,6,0.25,ch,7739.119000192668,0.694970096717682
96,L-BFGS-B,7,0.25,ch,6084.3572951324595,0.757767703249952
97,L-BFGS-B,8,0.25,ch,7629.594565369043,0.697838766737233
98,L-BFGS-B,9,0.25,ch,6975.928133546853,0.7188612471433913
99,L-BFGS-B,10,0.25,ch,7403.707741823932,0.7041512148717588
100,L-BFGS-B,11,0.25,ch,6752.856307670591,0.7372511410251932
101,L-BFGS-B,12,0.25,ch,6942.030965516973,0.7250486033091985
102,L-BFGS-B,13,0.25,ch,6201.562305532781,0.7609901342546253
103,L-BFGS-B,14,0.25,ch,5885.867712796189,0.7692541202055934
104,L-BFGS-B,15,0.25,ch,5718.362330094106,0.7781801894087453
105,L-BFGS-B,16,0.25,ch,6315.291510557231,0.7594444302723287
106,L-BFGS-B,17,0.25,ch,7106.811265892829,0.7255764296381924
107,L-BFGS-B,18,0.25,ch,7326.719985912835,0.7186491966997894
108,L-BFGS-B,19,0.25,ch,7692.432645460137,0.692863478482419
109,L-BFGS-B,20,0.25,ch,7110.937764675066,0.7186004661793162
110,L-BFGS-B,21,0.25,ch,7893.486880845419,0.6881541490185614
111,L-BFGS-B,22,0.25,ch,6822.363608969333,0.7365205295128814
112,L-BFGS-B,23,0.25,ch,7418.326011094524,0.7077792055219394
113,L-BFGS-B,24,0.25,ch,5513.277959427744,0.7925035725306125
114,L-BFGS-B,25,0.25,ch,7797.421623416691,0.6919420415503511
115,L-BFGS-B,26,0.25,ch,7421.814133155432,0.7023401448712522
116,L-BFGS-B,27,0.25,ch,6543.4156909164885,0.7455935432053704
117,L-BFGS-B,28,0.25,ch,5342.332572205694,0.7993771445934557
118,L-BFGS-B,29,0.25,ch,6643.145137968786,0.7386568191470863
119,L-BFGS-B,30,0.25,ch,8223.947885335765,0.66538631470175
120,L-BFGS-B,1,0.25,sak,0.1485037038393799,0.9608480732511082
121,L-BFGS-B,2,0.25,sak,0.13830315194362425,0.9639140056621851
122,L-BFGS-B,3,0.25,sak,0.15034605390046116,0.958129478538487
123,L-BFGS-B,4,0.25,sak,0.15150112376761712,0.9554546947432403
124,L-BFGS-B,5,0.25,sak,0.13831241902658678,0.9624979853038977
125,L-BFGS-B,6,0.25,sak,0.1440715917146586,0.9626674485560072
126,L-BFGS-B,7,0.25,sak,0.13762058821414694,0.9628074105198018
127,L-BFGS-B,8,0.25,sak,0.14236847596838303,0.9589740410222725
128,L-BFGS-B,9,0.25,sak,0.14863602140502014,0.9569745006822555
129,L-BFGS-B,10,0.25,sak,0.14590617336788828,0.9571805705136913
130,L-BFGS-B,11,0.25,sak,0.1426814632491593,0.9594129473003976
131,L-BFGS-B,12,0.25,sak,0.1413188676302411,0.9619111654727377
132,L-BFGS-B,13,0.25,sak,0.13456346526283747,0.9645610171779516
133,L-BFGS-B,14,0.25,sak,0.15462363350497044,0.9515669002814948
134,L-BFGS-B,15,0.25,sak,0.13504594683513224,0.9652686038818511
135,L-BFGS-B,16,0.25,sak,0.14359918717466685,0.9586766670711621
136,L-BFGS-B,17,0.25,sak,0.13752671971699368,0.9646879373374811
137,L-BFGS-B,18,0.25,sak,0.14996287040211076,0.9559004687703906
138,L-BFGS-B,19,0.25,sak,0.1547179050404987,0.9561930192297405
139,L-BFGS-B,20,0.25,sak,0.133985480393023,0.9645160068767994
140,L-BFGS-B,21,0.25,sak,0.15564661679240435,0.9534847211132845
141,L-BFGS-B,22,0.25,sak,0.14735527952411948,0.9584099556823067
142,L-BFGS-B,23,0.25,sak,0.14040343950213874,0.9629584769452805
143,L-BFGS-B,24,0.25,sak,0.13673707291560525,0.9644374829542461
144,L-BFGS-B,25,0.25,sak,0.14713896055593798,0.9586606572163505
145,L-BFGS-B,26,0.25,sak,0.1422613661427802,0.9617826706682311
146,L-BFGS-B,27,0.25,sak,0.15259457262137185,0.9560541862556279
147,L-BFGS-B,28,0.25,sak,0.15477705642946527,0.956577876468394
148,L-BFGS-B,29,0.25,sak,0.13681796003254953,0.9657301840237752
149,L-BFGS-B,30,0.25,sak,0.13601066775033435,0.9647302137438527
150,L-BFGS-B,1,0.25,bw,0.18528213523664278,0.9356429737997416
151,L-BFGS-B,2,0.25,bw,0.21215624112907747,0.9128814382421971
152,L-BFGS-B,3,0.25,bw,0.18763530635981363,0.9313099391298331
153,L-BFGS-B,4,0.25,bw,0.1722350847923711,0.9428192089551624
154,L-BFGS-B,5,0.25,bw,0.2056272596475711,0.9150076913084382
155,L-BFGS-B,6,0.25,bw,0.1900205023389745,0.9284722167058183
156,L-BFGS-B,7,0.25,bw,0.19942562782716586,0.9197676571987683
157,L-BFGS-B,8,0.25,bw,0.17791883014304766,0.9409034456631274
158,L-BFGS-B,9,0.25,bw,0.16889696431090123,0.9442872254614538
159,L-BFGS-B,10,0.25,bw,0.19810338646595702,0.9264543518983634
160,L-BFGS-B,11,0.25,bw,0.17906947539833473,0.934187120605515
161,L-BFGS-B,12,0.25,bw,0.2001810395165778,0.9256317048912281
162,L-BFGS-B,13,0.25,bw,0.16945174090342163,0.9404591252950865
163,L-BFGS-B,14,0.25,bw,0.16462436423536078,0.9447973254266534
164,L-BFGS-B,15,0.25,bw,0.18486081042936278,0.9352832804562335
165,L-BFGS-B,16,0.25,bw,0.1820313581563297,0.9393571162508814
166,L-BFGS-B,17,0.25,bw,0.16398138216467256,0.9423143691029142
167,L-BFGS-B,18,0.25,bw,0.17397748895859458,0.9388676583107814
168,L-BFGS-B,19,0.25,bw,0.17426436920394564,0.9414365374332888
169,L-BFGS-B,20,0.25,bw,0.1906653447822297,0.9345541056350795
170,L-BFGS-B,21,0.25,bw,0.1819993520884073,0.9377777035899382
171,L-BFGS-B,22,0.25,bw,0.16889362513028353,0.943495619915684
172,L-BFGS-B,23,0.25,bw,0.17588324309382705,0.9415042236205925
173,L-BFGS-B,24,0.25,bw,0.1734760583539413,0.9403029591779878
174,L-BFGS-B,25,0.25,bw,0.18676897422550937,0.9293038242084275
175,L-BFGS-B,26,0.25,bw,0.1887244173389653,0.9371204651638984
176,L-BFGS-B,27,0.25,bw,0.1635649784852354,0.9449806588448529
177,L-BFGS-B,28,0.25,bw,0.20402816051205103,0.9232031742703299
178,L-BFGS-B,29,0.25,bw,0.2143732049026749,0.910344876946479
179,L-BFGS-B,30,0.25,bw,0.19106259762077193,0.9226260398379577
180,L-BFGS-B,1,0.2,ch,6808.403632871038,0.7276728082698862
181,L-BFGS-B,2,0.2,ch,6200.505799189695,0.7656858606337156
182,L-BFGS-B,3,0.2,ch,7190.847053537967,0.7172628747250432
183,L-BFGS-B,4,0.2,ch,6488.884725214814,0.7456784680026083
184,L-BFGS-B,5,0.2,ch,8130.859220587917,0.677227683968981
185,L-BFGS-B,6,0.2,ch,7206.491914928488,0.7192721449728909
186,L-BFGS-B,7,0.2,ch,8312.436658120952,0.6680481037540216
187,L-BFGS-B,8,0.2,ch,7229.554127188242,0.7098144304989592
188,L-BFGS-B,9,0.2,ch,5523.741182099368,0.7855688374673806
189,L-BFGS-B,10,0.2,ch,5871.1799737536885,0.7784005549462474
190,L-BFGS-B,11,0.2,ch,7149.6883235259,0.7192525853347455
191,L-BFGS-B,12,0.2,ch,6553.981405562233,0.750226724234383
192,L-BFGS-B,13,0.2,ch,7536.008279499006,0.7001318247847852
193,L-BFGS-B,14,0.2,ch,7183.215899602887,0.7140037388296558
194,L-BFGS-B,15,0.2,ch,7227.387892728329,0.7059426359374177
195,L-BFGS-B,16,0.2,ch,6576.34811724219,0.7431657193802031
196,L-BFGS-B,17,0.2,ch,6998.82524057224,0.7269402132128917
197,L-BFGS-B,18,0.2,ch,7306.984993648156,0.7018852798317747
198,L-BFGS-B,19,0.2,ch,5151.260114338331,0.8126466119532956
199,L-BFGS-B,20,0.2,ch,7046.603147265981,0.7320692121473436
200,L-BFGS-B,21,0.2,ch,5896.903363041006,0.7698756324116456
201,L-BFGS-B,22,0.2,ch,5829.766153123413,0.7869063083115425
202,L-BFGS-B,23,0.2,ch,7831.547539234464,0.6842661541294792
203,L-BFGS-B,24,0.2,ch,8316.672140309609,0.6654601892792941
204,L-BFGS-B,25,0.2,ch,7777.5482139662745,0.6925281024153427
205,L-BFGS-B,26,0.2,ch,7033.965808458317,0.7289166141176631
206,L-BFGS-B,27,0.2,ch,7282.088607521446,0.7123992594059638
207,L-BFGS-B,28,0.2,ch,7845.505424921079,0.6842158050777997
208,L-BFGS-B,29,0.2,ch,7108.176036301729,0.7161824177650039
209,L-BFGS-B,30,0.2,ch,7285.470301971926,0.7109105372153979
210,L-BFGS-B,1,0.2,sak,0.14206285899445759,0.9618321969747141
211,L-BFGS-B,2,0.2,sak,0.15963295265989003,0.9549792880822757
212,L-BFGS-B,3,0.2,sak,0.15667083655732164,0.9519975177209408
213,L-BFGS-B,4,0.2,sak,0.14200543998098777,0.9600503199813372
214,L-BFGS-B,5,0.2,sak,0.15178827039898038,0.953369796888099
215,L-BFGS-B,6,0.2,sak,0.1427296840241373,0.9598231266374375
216,L-BFGS-B,7,0.2,sak,0.15427239607389184,0.9594221095390516
217,L-BFGS-B,8,0.2,sak,0.1356329169092168,0.9638494085296797
218,L-BFGS-B,9,0.2,sak,0.14172083200251132,0.9630975218315263
219,L-BFGS-B,10,0.2,sak,0.1340814458149733,0.9627342442796877
220,L-BFGS-B,11,0.2,sak,0.14269420240535605,0.9614195898595178
221,L-BFGS-B,12,0.2,sak,0.14707650670022743,0.9552095481244013
222,L-BFGS-B,13,0.2,sak,0.1413946540455156,0.9603536536080655
223,L-BFGS-B,14,0.2,sak,0.1346889151294647,0.9618463969804273
224,L-BFGS-B,15,0.2,sak,0.133179105569979,0.9652347439138347
225,L-BFGS-B,16,0.2,sak,0.13813373026196119,0.9656051896329635
226,L-BFGS-B,17,0.2,sak,0.14259215196996344,0.9612541778207179
227,L-BFGS-B,18,0.2,sak,0.14027667900049057,0.9613352680835517
228,L-BFGS-B,19,0.2,sak,0.1441899657358448,0.9622356327032737
229,L-BFGS-B,20,0.2,sak,0.1491091426579605,0.9572822138980376
230,L-BFGS-B,21,0.2,sak,0.14400720738310244,0.9581961994275022
231,L-BFGS-B,22,0.2,sak,0.1404804142142928,0.9584944221522895
232,L-BFGS-B,23,0.2,sak,0.1429252040388173,0.9603526644642125
233,L-BFGS-B,24,0.2,sak,0.1447401964192738,0.9585868130778126
234,L-BFGS-B,25,0.2,sak,0.14093796876146347,0.9624196162523627
235,L-BFGS-B,26,0.2,sak,0.14253938504787847,0.9625749049696706
236,L-BFGS-B,27,0.2,sak,0.13013913827628412,0.9660707056265894
237,L-BFGS-B,28,0.2,sak,0.1453287293283423,0.9608916976039682
238,L-BFGS-B,29,0.2,sak,0.1600085156307339,0.9536450754261236
239,L-BFGS-B,30,0.2,sak,0.13307045355374988,0.9665447396979887
240,L-BFGS-B,1,0.2,bw,0.20666628796703876,0.9182073012528038
241,L-BFGS-B,2,0.2,bw,0.1850660879160612,0.9333894236759164
242,L-BFGS-B,3,0.2,bw,0.17843971027778016,0.9354944819326243
243,L-BFGS-B,4,0.2,bw,0.18273708535536928,0.9322511555721678
244,L-BFGS-B,5,0.2,bw,0.18358264364480023,0.9351832216122122
245,L-BFGS-B,6,0.2,bw,0.17948214591976214,0.9381795264562931
246,L-BFGS-B,7,0.2,bw,0.19296388216206833,0.9298943636012571
247,L-BFGS-B,8,0.2,bw,0.19376571056241546,0.9266109956819362
248,L-BFGS-B,9,0.2,bw,0.16848663689346097,0.939743938790778
249,L-BFGS-B,10,0.2,bw,0.1709664159602787,0.9433036678782276
250,L-BFGS-B,11,0.2,bw,0.2128356399421438,0.9117337340457332
251,L-BFGS-B,12,0.2,bw,0.18653472347999694,0.9365313281043883
252,L-BFGS-B,13,0.2,bw,0.18355021006319677,0.9398657928924363
253,L-BFGS-B,14,0.2,bw,0.19541174450900226,0.9276164247546543
254,L-BFGS-B,15,0.2,bw,0.20219477355184512,0.9216192719583391
255,L-BFGS-B,16,0.2,bw,0.16524952126929981,0.9491034176671396
256,L-BFGS-B,17,0.2,bw,0.1709732978186415,0.9429390266723195
257,L-BFGS-B,18,0.2,bw,0.1812150426174232,0.9403180656014665
258,L-BFGS-B,19,0.2,bw,0.16755647898219894,0.9431763067680567
259,L-BFGS-B,20,0.2,bw,0.18094914009265728,0.9389557157090873
260,L-BFGS-B,21,0.2,bw,0.2036771182039138,0.9200308938277644
261,L-BFGS-B,22,0.2,bw,0.170591329126529,0.9419378490231479
262,L-BFGS-B,23,0.2,bw,0.2145964935775474,0.9061864634110628
263,L-BFGS-B,24,0.2,bw,0.17047634632806033,0.9431243994007529
264,L-BFGS-B,25,0.2,bw,0.17489894356806845,0.939861135124527
265,L-BFGS-B,26,0.2,bw,0.17391977583189452,0.9394662754373759
266,L-BFGS-B,27,0.2,bw,0.20291825481620437,0.9177995837607459
267,L-BFGS-B,28,0.2,bw,0.2128654965711758,0.9127011942794869
268,L-BFGS-B,29,0.2,bw,0.19409006814928625,0.9254427085170106
269,L-BFGS-B,30,0.2,bw,0.19672315453593753,0.9226802216719527
270,L-BFGS-B,1,0.15,ch,7488.448107074316,0.7028586243698016
271,L-BFGS-B,2,0.15,ch,7068.913010664219,0.7294307638953513
272,L-BFGS-B,3,0.15,ch,7580.774137699272,0.6896936309652995
273,L-BFGS-B,4,0.15,ch,6837.0017146265745,0.7308544581191112
274,L-BFGS-B,5,0.15,ch,7874.658449383725,0.6818634310620333
275,L-BFGS-B,6,0.15,ch,6824.308733512407,0.735100020398296
276,L-BFGS-B,7,0.15,ch,5011.222233961229,0.8260305907310025
277,L-BFGS-B,8,0.15,ch,7018.402348194053,0.7244809291768688
278,L-BFGS-B,9,0.15,ch,5540.419041936215,0.7863125954439933
279,L-BFGS-B,10,0.15,ch,6167.7518983379505,0.7571471706838443
280,L-BFGS-B,11,0.15,ch,7009.632509936285,0.714694815610972
281,L-BFGS-B,12,0.15,ch,7465.131831425366,0.7017425173955668
282,L-BFGS-B,13,0.15,ch,4733.353534693597,0.8303379702078224
283,L-BFGS-B,14,0.15,ch,7812.234510539495,0.6884070958058217
284,L-BFGS-B,15,0.15,ch,7349.586744941962,0.7144846560132323
285,L-BFGS-B,16,0.15,ch,8534.582092844521,0.6488551868462062
286,L-BFGS-B,17,0.15,ch,6675.736076314246,0.7362585296744368
287,L-BFGS-B,18,0.15,ch,8137.511564877036,0.6807120863861804
288,L-BFGS-B,19,0.15,ch,6837.596204702282,0.7317156577438819
289,L-BFGS-B,20,0.15,ch,7129.711384540891,0.7102004256066226
290,L-BFGS-B,21,0.15,ch,7864.782436460691,0.689765426172047
291,L-BFGS-B,22,0.15,ch,7993.245328114303,0.6826380658904696
292,L-BFGS-B,23,0.15,ch,7927.202928507205,0.6822720844760528
293,L-BFGS-B,24,0.15,ch,6361.588196370727,0.7410745929994714
294,L-BFGS-B,25,0.15,ch,6751.813094515302,0.7431520539150605
295,L-BFGS-B,26,0.15,ch,5677.935524968162,0.776155679685985
296,L-BFGS-B,27,0.15,ch,7747.548962338839,0.696794605231988
297,L-BFGS-B,28,0.15,ch,6684.513899843107,0.7321441424293116
298,L-BFGS-B,29,0.15,ch,8259.163461301852,0.6765707307348064
299,L-BFGS-B,30,0.15,ch,7208.748691139812,0.7252384728190993
300,L-BFGS-B,1,0.15,sak,0.14994866687392847,0.9614963586276379
301,L-BFGS-B,2,0.15,sak,0.14617297267223434,0.9617923362615775
302,L-BFGS-B,3,0.15,sak,0.1473649747438625,0.9601639792234713
303,L-BFGS-B,4,0.15,sak,0.1495094036084794,0.9586848970911492
304,L-BFGS-B,5,0.15,sak,0.14839192804366944,0.9571898732106852
305,L-BFGS-B,6,0.15,sak,0.15048568054947356,0.9593534694045455
306,L-BFGS-B,7,0.15,sak,0.1469354910282971,0.9554824814992892
307,L-BFGS-B,8,0.15,sak,0.14354244747361997,0.9578516969000712
308,L-BFGS-B,9,0.15,sak,0.15005240169088951,0.9593454796804597
309,L-BFGS-B,10,0.15,sak,0.13915345234950738,0.9621677364348912
310,L-BFGS-B,11,0.15,sak,0.14627514424476437,0.9600754873930503
311,L-BFGS-B,12,0.15,sak,0.13985559233226358,0.9606260908042725
312,L-BFGS-B,13,0.15,sak,0.14473076878289765,0.960684545297196
313,L-BFGS-B,14,0.15,sak,0.14835358462820042,0.9552298388956981
314,L-BFGS-B,15,0.15,sak,0.14936624393999162,0.9568719893877418
315,L-BFGS-B,16,0.15,sak,0.1488230886084087,0.9591952178736219
316,L-BFGS-B,17,0.15,sak,0.1488526766128547,0.9564543360513295
317,L-BFGS-B,18,0.15,sak,0.13967355602804388,0.9658078336714012
318,L-BFGS-B,19,0.15,sak,0.15261581900935287,0.9521831040545445
319,L-BFGS-B,20,0.15,sak,0.13885492126345989,0.9657262293043645
320,L-BFGS-B,21,0.15,sak,0.14163335175090416,0.96280724595371
321,L-BFGS-B,22,0.15,sak,0.13326142668832705,0.9660420291374224
322,L-BFGS-B,23,0.15,sak,0.13938476867997437,0.9615269766253479
323,L-BFGS-B,24,0.15,sak,0.12944541746351682,0.9640708906554791
324,L-BFGS-B,25,0.15,sak,0.13506069287388744,0.9611823173185264
325,L-BFGS-B,26,0.15,sak,0.14358393436560227,0.9585174930754357
326,L-BFGS-B,27,0.15,sak,0.1411789852782384,0.9634141464697524
327,L-BFGS-B,28,0.15,sak,0.1571768471096573,0.9525801546231748
328,L-BFGS-B,29,0.15,sak,0.14331523909518096,0.9599710995708345
329,L-BFGS-B,30,0.15,sak,0.14491058733147827,0.959943001294576
330,L-BFGS-B,1,0.15,bw,0.19061449831365768,0.9240700663857087
331,L-BFGS-B,2,0.15,bw,0.19350077447088695,0.9244452064097368
332,L-BFGS-B,3,0.15,bw,0.17287808802375337,0.9401746580488315
333,L-BFGS-B,4,0.15,bw,0.1925562573671872,0.9272495026300558
334,L-BFGS-B,5,0.15,bw,0.17774228582746557,0.9430710915340301
335,L-BFGS-B,6,0.15,bw,0.22067544603035877,0.9094036483752588
336,L-BFGS-B,7,0.15,bw,0.1905523271896279,0.9308537472487441
337,L-BFGS-B,8,0.15,bw,0.16120354202612253,0.9449681270676851
338,L-BFGS-B,9,0.15,bw,0.199072677582297,0.9272648970828687
339,L-BFGS-B,10,0.15,bw,0.17741869193613727,0.9387156960611663
340,L-BFGS-B,11,0.15,bw,0.18605667015323868,0.9317671210566312
341,L-BFGS-B,12,0.15,bw,0.18172141495621036,0.9378340522490618
342,L-BFGS-B,13,0.15,bw,0.18473789854675446,0.929985405956126
343,L-BFGS-B,14,0.15,bw,0.20241804826899554,0.919390152741447
344,L-BFGS-B,15,0.15,bw,0.17037611570570496,0.944037908111776
345,L-BFGS-B,16,0.15,bw,0.18725054460307267,0.9290481500560648
346,L-BFGS-B,17,0.15,bw,0.18697855733497076,0.9261570942504385
347,L-BFGS-B,18,0.15,bw,0.17753080640436492,0.9390631466217761
348,L-BFGS-B,19,0.15,bw,0.1879653705969121,0.9354015255341502
349,L-BFGS-B,20,0.15,bw,0.15787334696394187,0.9537003127123453
350,L-BFGS-B,21,0.15,bw,0.1705674634032188,0.9448249834667355
351,L-BFGS-B,22,0.15,bw,0.17251182963719383,0.9393113642499021
352,L-BFGS-B,23,0.15,bw,0.18088347769286747,0.9338293148025819
353,L-BFGS-B,24,0.15,bw,0.16686261787255283,0.9475971911571718
354,L-BFGS-B,25,0.15,bw,0.16738872043999273,0.94577392375328
355,L-BFGS-B,26,0.15,bw,0.17781818083520204,0.9360844559785618
356,L-BFGS-B,27,0.15,bw,0.19279068567293547,0.9323578307617624
357,L-BFGS-B,28,0.15,bw,0.1963761306677639,0.9280440395588628
358,L-BFGS-B,29,0.15,bw,0.1855616714783706,0.9370696630148782
359,L-BFGS-B,30,0.15,bw,0.19596958285695443,0.9296093061923919
360,L-BFGS-B,1,0.1,ch,7061.1022228041975,0.716775225087204
361,L-BFGS-B,2,0.1,ch,6459.019422345663,0.7535136761001997
362,L-BFGS-B,3,0.1,ch,8290.859342225911,0.6522659830483023
363,L-BFGS-B,4,0.1,ch,6535.082844037946,0.760450002127689
364,L-BFGS-B,5,0.1,ch,6951.826512556858,0.7303792163902956
365,L-BFGS-B,6,0.1,ch,8657.206679310446,0.6605902358617708
366,L-BFGS-B,7,0.1,ch,6322.356869279164,0.7627341593497567
367,L-BFGS-B,8,0.1,ch,8175.012763965529,0.6788656009666018
