,otimizador,repeticao,teste,modelo,RMSE,R2
368,L-BFGS-B,9,0.1,ch,6722.928025285825,0.7284857043046297
369,L-BFGS-B,10,0.1,ch,8296.990628279802,0.6768749225467166
370,L-BFGS-B,11,0.1,ch,6655.826862863944,0.7509382077192488
371,L-BFGS-B,12,0.1,ch,4870.389705940881,0.8143397101081147
372,L-BFGS-B,13,0.1,ch,6109.1164643055945,0.7742945646189707
373,L-BFGS-B,14,0.1,ch,5800.504063808959,0.7724082537420843
374,L-BFGS-B,15,0.1,ch,5864.778882168361,0.7717499993412188
375,L-BFGS-B,16,0.1,ch,5304.015795280971,0.7948882902013361
376,L-BFGS-B,17,0.1,ch,6621.898278761173,0.7476214799804781
377,L-BFGS-B,18,0.1,ch,6677.802602598182,0.7284287100522012
378,L-BFGS-B,19,0.1,ch,6531.480807248643,0.748076956580092
379,L-BFGS-B,20,0.1,ch,6824.999662244277,0.7451668771606441
380,L-BFGS-B,21,0.1,ch,5243.330143513355,0.804763624427643
381,L-BFGS-B,22,0.1,ch,7778.167505110075,0.6770314457463464
382,L-BFGS-B,23,0.1,ch,5805.362402205559,0.7736895921518223
383,L-BFGS-B,24,0.1,ch,7719.2389552649365,0.707967020324208
384,L-BFGS-B,25,0.1,ch,6944.767873112389,0.7218878369178382
385,L-BFGS-B,26,0.1,ch,7311.555669857979,0.7129737455664327
386,L-BFGS-B,27,0.1,ch,5843.372395169125,0.7787878686476797
387,L-BFGS-B,28,0.1,ch,7308.8634874857835,0.7036791053023941
388,L-BFGS-B,29,0.1,ch,6664.6639086919695,0.7481894945228488
389,L-BFGS-B,30,0.1,ch,6206.107598514597,0.7715161313092465
390,L-BFGS-B,1,0.1,sak,0.14111780205991314,0.9589358922597407
391,L-BFGS-B,2,0.1,sak,0.1349367392562328,0.9614331703315335
392,L-BFGS-B,3,0.1,sak,0.1385352616727863,0.9589384721069414
393,L-BFGS-B,4,0.1,sak,0.1449672210702291,0.9568086458748688
394,L-BFGS-B,5,0.1,sak,0.1376199453122232,0.966837176224324
395,L-BFGS-B,6,0.1,sak,0.13878720840771921,0.9637501262294895
396,L-BFGS-B,7,0.1,sak,0.15142453166539113,0.957282611231578
397,L-BFGS-B,8,0.1,sak,0.1292862522501636,0.968136549117679
398,L-BFGS-B,9,0.1,sak,0.1438045760640276,0.9586967478913874
399,L-BFGS-B,10,0.1,sak,0.14114021471360544,0.9635487838746994
400,L-BFGS-B,11,0.1,sak,0.14668408918274034,0.9571080733464805
401,L-BFGS-B,12,0.1,sak,0.15386705035597065,0.9520968970779068
402,L-BFGS-B,13,0.1,sak,0.1361221279134532,0.9638542850303545
403,L-BFGS-B,14,0.1,sak,0.1295201612945934,0.9669850825057792
404,L-BFGS-B,15,0.1,sak,0.15010702895951689,0.952529030511909
405,L-BFGS-B,16,0.1,sak,0.16377019217346508,0.9437199453844858
406,L-BFGS-B,17,0.1,sak,0.15070506749538928,0.9591907826871854
407,L-BFGS-B,18,0.1,sak,0.1429015950108099,0.9609658438845429
408,L-BFGS-B,19,0.1,sak,0.15322113739176002,0.9591971192052812
409,L-BFGS-B,20,0.1,sak,0.15899195578316858,0.9504304308775311
410,L-BFGS-B,21,0.1,sak,0.1409159029134088,0.9647955860176375
411,L-BFGS-B,22,0.1,sak,0.15508558258447455,0.9540593842188401
412,L-BFGS-B,23,0.1,sak,0.13837100650906597,0.9640214371444827
413,L-BFGS-B,24,0.1,sak,0.14160195515102011,0.9675289332225239
414,L-BFGS-B,25,0.1,sak,0.12942576878018694,0.9715283900867743
415,L-BFGS-B,26,0.1,sak,0.1363230698599261,0.9670323120893175
416,L-BFGS-B,27,0.1,sak,0.13402267511053792,0.9668050170331958
417,L-BFGS-B,28,0.1,sak,0.14674161965888305,0.9618236372936001
418,L-BFGS-B,29,0.1,sak,0.14866616564305896,0.9620126944861374
419,L-BFGS-B,30,0.1,sak,0.1404936701882622,0.964080002649932
420,L-BFGS-B,1,0.1,bw,0.1866414924854174,0.9378364378756084
421,L-BFGS-B,2,0.1,bw,0.18605031894008092,0.9309129470814776
422,L-BFGS-B,3,0.1,bw,0.17004424047087904,0.9434497616624429
423,L-BFGS-B,4,0.1,bw,0.17330974660495788,0.9472678457905469
424,L-BFGS-B,5,0.1,bw,0.17717312378102337,0.9380730686987774
425,L-BFGS-B,6,0.1,bw,0.1951107554757999,0.9235049449088434
426,L-BFGS-B,7,0.1,bw,0.19307062352318727,0.9242399732766168
427,L-BFGS-B,8,0.1,bw,0.15346957936486091,0.9526660413412458
428,L-BFGS-B,9,0.1,bw,0.17470819979270796,0.9429326381079508
429,L-BFGS-B,10,0.1,bw,0.17301968538196236,0.9334000347947683
430,L-BFGS-B,11,0.1,bw,0.19825686802747786,0.9198948343208894
431,L-BFGS-B,12,0.1,bw,0.17036134520716412,0.9439969867780393
432,L-BFGS-B,13,0.1,bw,0.16349626348346677,0.9519678829010059
433,L-BFGS-B,14,0.1,bw,0.15947125639083437,0.9452673144420475
434,L-BFGS-B,15,0.1,bw,0.1884255925624962,0.9362659284448241
435,L-BFGS-B,16,0.1,bw,0.15689849344467718,0.9521078403209424
436,L-BFGS-B,17,0.1,bw,0.15583840595153356,0.9486199544409081
437,L-BFGS-B,18,0.1,bw,0.18193635948329823,0.9326338336680693
438,L-BFGS-B,19,0.1,bw,0.18856008524692,0.9281706544859667
439,L-BFGS-B,20,0.1,bw,0.17632323077994264,0.9338634171262004
440,L-BFGS-B,21,0.1,bw,0.15694557105578016,0.948775613382519
441,L-BFGS-B,22,0.1,bw,0.1513533352165613,0.9555935698896538
442,L-BFGS-B,23,0.1,bw,0.15664563182008548,0.9393383822723774
443,L-BFGS-B,24,0.1,bw,0.15843837882951883,0.9533109093689794
444,L-BFGS-B,25,0.1,bw,0.17821434446612508,0.9408108585813616
445,L-BFGS-B,26,0.1,bw,0.2041402761179177,0.9264715179154263
446,L-BFGS-B,27,0.1,bw,0.1823843441029635,0.9397109578899773
447,L-BFGS-B,28,0.1,bw,0.1655372386552636,0.9449121680713389
448,L-BFGS-B,29,0.1,bw,0.19984722956367784,0.9064590479328035
449,L-BFGS-B,30,0.1,bw,0.17055196101141856,0.9471264579255522
