exec,otimizador,repeticao,parte,modelo,RMSE,R2
462,L-BFGS-B,17,3,sak,0.144318642,0.962547481
463,L-BFGS-B,17,4,sak,0.145272307,0.958081784
464,L-BFGS-B,17,5,sak,0.148126901,0.958194745
465,L-BFGS-B,17,6,sak,0.148080804,0.953454924
466,L-BFGS-B,17,7,sak,0.132044661,0.964248097
467,L-BFGS-B,17,8,sak,0.141918623,0.961916224
468,L-BFGS-B,17,9,sak,0.120518609,0.968157212
469,L-BFGS-B,17,10,sak,0.1450029,0.963073221
470,L-BFGS-B,18,1,sak,0.159903178,0.947271987
471,L-BFGS-B,18,2,sak,0.152437545,0.955478608
472,L-BFGS-B,18,3,sak,0.161343233,0.952179739
473,L-BFGS-B,18,4,sak,0.121580868,0.967131229
474,L-BFGS-B,18,5,sak,0.146433902,0.964265377
475,L-BFGS-B,18,6,sak,0.135316951,0.963825775
476,L-BFGS-B,18,7,sak,0.15560967,0.955171613
477,L-BFGS-B,18,8,sak,0.129494305,0.96680844
478,L-BFGS-B,18,9,sak,0.127163118,0.969721119
479,L-BFGS-B,18,10,sak,0.138943591,0.962072752
480,L-BFGS-B,19,1,sak,0.147503955,0.955223253
481,L-BFGS-B,19,2,sak,0.120133055,0.970082675
482,L-BFGS-B,19,3,sak,0.15197148,0.957220161
483,L-BFGS-B,19,4,sak,0.149575389,0.959887677
484,L-BFGS-B,19,5,sak,0.152111277,0.958558654
485,L-BFGS-B,19,6,sak,0.137299179,0.959040583
486,L-BFGS-B,19,7,sak,0.131347397,0.969084929
487,L-BFGS-B,19,8,sak,0.15968531,0.950676791
488,L-BFGS-B,19,9,sak,0.14547999,0.959967093
489,L-BFGS-B,19,10,sak,0.13494943,0.963569822
490,L-BFGS-B,20,1,sak,0.162196911,0.951169899
491,L-BFGS-B,20,2,sak,0.124390044,0.967932634
492,L-BFGS-B,20,3,sak,0.147542615,0.959300797
493,L-BFGS-B,20,4,sak,0.145267746,0.96143311
494,L-BFGS-B,20,5,sak,0.153877143,0.957910434
495,L-BFGS-B,20,6,sak,0.131160563,0.966562155
496,L-BFGS-B,20,7,sak,0.146949519,0.956251352
497,L-BFGS-B,20,8,sak,0.149324981,0.953135535
498,L-BFGS-B,20,9,sak,0.140561793,0.960532192
499,L-BFGS-B,20,10,sak,0.126040405,0.969643207
500,L-BFGS-B,21,1,sak,0.132412974,0.96562237
501,L-BFGS-B,21,2,sak,0.140393841,0.959046349
502,L-BFGS-B,21,3,sak,0.123563656,0.969469593
503,L-BFGS-B,21,4,sak,0.141646374,0.962219987
504,L-BFGS-B,21,5,sak,0.147405597,0.960226442
505,L-BFGS-B,21,6,sak,0.137189884,0.964757086
506,L-BFGS-B,21,7,sak,0.178151559,0.942270846
507,L-BFGS-B,21,8,sak,0.130261569,0.965629432
508,L-BFGS-B,21,9,sak,0.151608677,0.954148681
509,L-BFGS-B,21,10,sak,0.150790004,0.958181683
510,L-BFGS-B,22,1,sak,0.141441926,0.952164151
511,L-BFGS-B,22,2,sak,0.140131693,0.960907958
512,L-BFGS-B,22,3,sak,0.141512375,0.963310247
513,L-BFGS-B,22,4,sak,0.173092856,0.947583861
514,L-BFGS-B,22,5,sak,0.139582239,0.966829876
515,L-BFGS-B,22,6,sak,0.139637567,0.962137186
516,L-BFGS-B,22,7,sak,0.1512984,0.956024754
517,L-BFGS-B,22,8,sak,0.135388946,0.960859863
518,L-BFGS-B,22,9,sak,0.127608422,0.968424226
519,L-BFGS-B,22,10,sak,0.143213585,0.961675481
520,L-BFGS-B,23,1,sak,0.127185958,0.966870478
521,L-BFGS-B,23,2,sak,0.145423535,0.959021606
522,L-BFGS-B,23,3,sak,0.13900663,0.963218002
523,L-BFGS-B,23,4,sak,0.148508184,0.956430617
524,L-BFGS-B,23,5,sak,0.149524462,0.956903953
525,L-BFGS-B,23,6,sak,0.137660022,0.964212495
526,L-BFGS-B,23,7,sak,0.151138345,0.955069305
527,L-BFGS-B,23,8,sak,0.13702684,0.96264781
528,L-BFGS-B,23,9,sak,0.159713342,0.955735828
529,L-BFGS-B,23,10,sak,0.135718602,0.963818738
530,L-BFGS-B,24,1,sak,0.145995525,0.954478878
531,L-BFGS-B,24,2,sak,0.140658063,0.965737908
532,L-BFGS-B,24,3,sak,0.14937754,0.959523663
533,L-BFGS-B,24,4,sak,0.13882763,0.958127403
534,L-BFGS-B,24,5,sak,0.144268773,0.962273668
535,L-BFGS-B,24,6,sak,0.15063046,0.953151723
536,L-BFGS-B,24,7,sak,0.139059382,0.959788017
537,L-BFGS-B,24,8,sak,0.149125433,0.96133202
538,L-BFGS-B,24,9,sak,0.145258551,0.9594113
539,L-BFGS-B,24,10,sak,0.128420475,0.968212466
540,L-BFGS-B,25,1,sak,0.147316106,0.954498799
541,L-BFGS-B,25,2,sak,0.152951515,0.957751186
542,L-BFGS-B,25,3,sak,0.116989615,0.969674927
543,L-BFGS-B,25,4,sak,0.150103175,0.95848455
544,L-BFGS-B,25,5,sak,0.151256507,0.961686567
545,L-BFGS-B,25,6,sak,0.145893053,0.959260898
546,L-BFGS-B,25,7,sak,0.143659898,0.957427228
547,L-BFGS-B,25,8,sak,0.133429263,0.963137298
548,L-BFGS-B,25,9,sak,0.146865941,0.961965125
549,L-BFGS-B,25,10,sak,0.144062084,0.959018318
550,L-BFGS-B,26,1,sak,0.132614726,0.963578115
551,L-BFGS-B,26,2,sak,0.176109779,0.945488694
552,L-BFGS-B,26,3,sak,0.148307352,0.952054047
553,L-BFGS-B,26,4,sak,0.13393302,0.969750614
554,L-BFGS-B,26,5,sak,0.151592754,0.960911985
555,L-BFGS-B,26,6,sak,0.140407661,0.960975209
556,L-BFGS-B,26,7,sak,0.149840522,0.952784593
557,L-BFGS-B,26,8,sak,0.134341746,0.968535865
558,L-BFGS-B,26,9,sak,0.134284373,0.964100714
559,L-BFGS-B,26,10,sak,0.133665693,0.959299651
560,L-BFGS-B,27,1,sak,0.148330801,0.957585485
561,L-BFGS-B,27,2,sak,0.146672202,0.958909524
562,L-BFGS-B,27,3,sak,0.136737194,0.960892626
563,L-BFGS-B,27,4,sak,0.136137617,0.968057414
564,L-BFGS-B,27,5,sak,0.155108768,0.953217649
565,L-BFGS-B,27,6,sak,0.154564733,0.95456779
566,L-BFGS-B,27,7,sak,0.135089242,0.963365353
567,L-BFGS-B,27,8,sak,0.12603995,0.967369388
568,L-BFGS-B,27,9,sak,0.143544963,0.960143462
569,L-BFGS-B,27,10,sak,0.144630763,0.961909593
570,L-BFGS-B,28,1,sak,0.128884786,0.967375912
571,L-BFGS-B,28,2,sak,0.136335625,0.962762502
572,L-BFGS-B,28,3,sak,0.124609893,0.964333675
573,L-BFGS-B,28,4,sak,0.16771922,0.95396864
574,L-BFGS-B,28,5,sak,0.118907424,0.971875868
575,L-BFGS-B,28,6,sak,0.162894409,0.949696076
576,L-BFGS-B,28,7,sak,0.140609798,0.960571958
577,L-BFGS-B,28,8,sak,0.142185397,0.959539311
578,L-BFGS-B,28,9,sak,0.153028269,0.959348397
579,L-BFGS-B,28,10,sak,0.158032707,0.951993508
580,L-BFGS-B,29,1,sak,0.131285417,0.964837141
581,L-BFGS-B,29,2,sak,0.138389996,0.957001363
582,L-BFGS-B,29,3,sak,0.134426075,0.965552961
583,L-BFGS-B,29,4,sak,0.133106077,0.967730135
584,L-BFGS-B,29,5,sak,0.165417691,0.948844291
585,L-BFGS-B,29,6,sak,0.151011955,0.956281531
586,L-BFGS-B,29,7,sak,0.144801038,0.960256594
587,L-BFGS-B,29,8,sak,0.130238783,0.968755145
588,L-BFGS-B,29,9,sak,0.159396319,0.955566541
589,L-BFGS-B,29,10,sak,0.137482291,0.959389471
590,L-BFGS-B,30,1,sak,0.149945403,0.958266967
591,L-BFGS-B,30,2,sak,0.146385109,0.955248557
592,L-BFGS-B,30,3,sak,0.136188925,0.963353833
593,L-BFGS-B,30,4,sak,0.140550651,0.96483173
594,L-BFGS-B,30,5,sak,0.137123125,0.96458867
595,L-BFGS-B,30,6,sak,0.151280068,0.956440995
596,L-BFGS-B,30,7,sak,0.13886439,0.959727436
597,L-BFGS-B,30,8,sak,0.151164417,0.953865777
598,L-BFGS-B,30,9,sak,0.127829952,0.968148758
599,L-BFGS-B,30,10,sak,0.149694128,0.960502794
600,L-BFGS-B,1,1,bw,0.186203714,0.926557106
601,L-BFGS-B,1,2,bw,0.165854862,0.949859579
602,L-BFGS-B,1,3,bw,0.184324613,0.942053823
603,L-BFGS-B,1,4,bw,0.211048591,0.908299926
604,L-BFGS-B,1,5,bw,0.189881646,0.936934633
605,L-BFGS-B,1,6,bw,0.175991249,0.936244249
606,L-BFGS-B,1,7,bw,0.197612384,0.913743032
607,L-BFGS-B,1,8,bw,0.164329072,0.954948171
608,L-BFGS-B,1,9,bw,0.192950504,0.92638393
609,L-BFGS-B,1,10,bw,0.179620365,0.932521336
610,L-BFGS-B,2,1,bw,0.193337078,0.926033655
611,L-BFGS-B,2,2,bw,0.17371816,0.939863436
612,L-BFGS-B,2,3,bw,0.177376946,0.939283941
613,L-BFGS-B,2,4,bw,0.170474645,0.93894867
614,L-BFGS-B,2,5,bw,0.171293459,0.947563758
615,L-BFGS-B,2,6,bw,0.171634353,0.946401846
616,L-BFGS-B,2,7,bw,0.15775761,0.948825915
617,L-BFGS-B,2,8,bw,0.176990548,0.943588325
618,L-BFGS-B,2,9,bw,0.197023565,0.926819303
619,L-BFGS-B,2,10,bw,0.196847573,0.924192003
620,L-BFGS-B,3,1,bw,0.177477383,0.935038495
621,L-BFGS-B,3,2,bw,0.169165024,0.941228466
622,L-BFGS-B,3,3,bw,0.216427631,0.910373894
623,L-BFGS-B,3,4,bw,0.182175833,0.941261503
624,L-BFGS-B,3,5,bw,0.220544762,0.909358617
625,L-BFGS-B,3,6,bw,0.173093449,0.941865932
626,L-BFGS-B,3,7,bw,0.192955072,0.914037266
627,L-BFGS-B,3,8,bw,0.174379972,0.948283822
628,L-BFGS-B,3,9,bw,0.16644535,0.947288974
629,L-BFGS-B,3,10,bw,0.174268256,0.942338785
630,L-BFGS-B,4,1,bw,0.192073034,0.936607312
631,L-BFGS-B,4,2,bw,0.149616684,0.957487096
632,L-BFGS-B,4,3,bw,0.185554751,0.932480417
633,L-BFGS-B,4,4,bw,0.152226537,0.953342763
634,L-BFGS-B,4,5,bw,0.18108005,0.939581841
635,L-BFGS-B,4,6,bw,0.212888442,0.902195401
636,L-BFGS-B,4,7,bw,0.187560917,0.925156721
637,L-BFGS-B,4,8,bw,0.178894693,0.940976274
638,L-BFGS-B,4,9,bw,0.182085495,0.933330393
639,L-BFGS-B,4,10,bw,0.164436338,0.951750246
640,L-BFGS-B,5,1,bw,0.215225238,0.915138588
641,L-BFGS-B,5,2,bw,0.153777692,0.946593602
642,L-BFGS-B,5,3,bw,0.199007539,0.928791605
643,L-BFGS-B,5,4,bw,0.196793461,0.929726737
644,L-BFGS-B,5,5,bw,0.177946074,0.935060257
645,L-BFGS-B,5,6,bw,0.176323016,0.927242312
646,L-BFGS-B,5,7,bw,0.166719147,0.9498004
647,L-BFGS-B,5,8,bw,0.199105444,0.930307144
648,L-BFGS-B,5,9,bw,0.228021963,0.904147279
649,L-BFGS-B,5,10,bw,0.189137334,0.927810303
650,L-BFGS-B,6,1,bw,0.213634514,0.900090875
651,L-BFGS-B,6,2,bw,0.156017614,0.950163243
652,L-BFGS-B,6,3,bw,0.165857915,0.948681759
653,L-BFGS-B,6,4,bw,0.195885417,0.92641243
654,L-BFGS-B,6,5,bw,0.187054551,0.934000019
655,L-BFGS-B,6,6,bw,0.17021797,0.944654573
656,L-BFGS-B,6,7,bw,0.200820849,0.92016255
657,L-BFGS-B,6,8,bw,0.155094875,0.94596735
658,L-BFGS-B,6,9,bw,0.173881545,0.949032708
659,L-BFGS-B,6,10,bw,0.163814321,0.94886241
660,L-BFGS-B,7,1,bw,0.19310109,0.916535033
661,L-BFGS-B,7,2,bw,0.189973194,0.931493621
662,L-BFGS-B,7,3,bw,0.175292214,0.944643294
663,L-BFGS-B,7,4,bw,0.192899798,0.934265175
664,L-BFGS-B,7,5,bw,0.178118055,0.935636716
665,L-BFGS-B,7,6,bw,0.207545985,0.920328187
666,L-BFGS-B,7,7,bw,0.17449548,0.942692924
667,L-BFGS-B,7,8,bw,0.212407274,0.915945718
668,L-BFGS-B,7,9,bw,0.211828747,0.908784125
669,L-BFGS-B,7,10,bw,0.179419998,0.936259217
670,L-BFGS-B,8,1,bw,0.202963993,0.917819275
671,L-BFGS-B,8,2,bw,0.171289931,0.938886736
672,L-BFGS-B,8,3,bw,0.208324095,0.917490505
673,L-BFGS-B,8,4,bw,0.152766362,0.95141962
674,L-BFGS-B,8,5,bw,0.189896887,0.92346639
675,L-BFGS-B,8,6,bw,0.179564512,0.942969612
676,L-BFGS-B,8,7,bw,0.178492172,0.942025989
677,L-BFGS-B,8,8,bw,0.178205737,0.94321484
678,L-BFGS-B,8,9,bw,0.164045637,0.948810906
679,L-BFGS-B,8,10,bw,0.179675559,0.938335952
680,L-BFGS-B,9,1,bw,0.179366343,0.943301068
681,L-BFGS-B,9,2,bw,0.183149201,0.943403767
682,L-BFGS-B,9,3,bw,0.176705706,0.934178101
683,L-BFGS-B,9,4,bw,0.189842512,0.931499967
684,L-BFGS-B,9,5,bw,0.192111476,0.934789844
685,L-BFGS-B,9,6,bw,0.220412627,0.911090881
686,L-BFGS-B,9,7,bw,0.157152029,0.9477114
687,L-BFGS-B,9,8,bw,0.200030452,0.912699842
688,L-BFGS-B,9,9,bw,0.181154294,0.926113143
689,L-BFGS-B,9,10,bw,0.169611809,0.946393921
690,L-BFGS-B,10,1,bw,0.18342573,0.929656801
691,L-BFGS-B,10,2,bw,0.169337395,0.946116512
692,L-BFGS-B,10,3,bw,0.170297136,0.933942751
693,L-BFGS-B,10,4,bw,0.168424758,0.946214477
694,L-BFGS-B,10,5,bw,0.185813723,0.939526182
695,L-BFGS-B,10,6,bw,0.184359466,0.93129007
696,L-BFGS-B,10,7,bw,0.198642412,0.930436167
697,L-BFGS-B,10,8,bw,0.189268839,0.926067611
698,L-BFGS-B,10,9,bw,0.188363826,0.928984397
699,L-BFGS-B,10,10,bw,0.172273676,0.949847749
700,L-BFGS-B,11,1,bw,0.196242171,0.918708223
701,L-BFGS-B,11,2,bw,0.15899049,0.953945041
702,L-BFGS-B,11,3,bw,0.166043539,0.944903728
703,L-BFGS-B,11,4,bw,0.18371905,0.931488984
704,L-BFGS-B,11,5,bw,0.187700497,0.937215373
705,L-BFGS-B,11,6,bw,0.183484355,0.942842591
706,L-BFGS-B,11,7,bw,0.179564954,0.93869055
707,L-BFGS-B,11,8,bw,0.183208755,0.932501891
708,L-BFGS-B,11,9,bw,0.184308503,0.938491786
709,L-BFGS-B,11,10,bw,0.172729782,0.929583503
710,L-BFGS-B,12,1,bw,0.179161369,0.943760783
711,L-BFGS-B,12,2,bw,0.174249014,0.942544118
712,L-BFGS-B,12,3,bw,0.163229558,0.945085532
713,L-BFGS-B,12,4,bw,0.179641712,0.937546772
714,L-BFGS-B,12,5,bw,0.179839306,0.930689882
715,L-BFGS-B,12,6,bw,0.205433012,0.918083383
716,L-BFGS-B,12,7,bw,0.166971278,0.951283854
717,L-BFGS-B,12,8,bw,0.180076059,0.946407741
718,L-BFGS-B,12,9,bw,0.193635182,0.920041631
719,L-BFGS-B,12,10,bw,0.165568428,0.93985675
720,L-BFGS-B,13,1,bw,0.198702892,0.909364708
721,L-BFGS-B,13,2,bw,0.152312207,0.952166504
722,L-BFGS-B,13,3,bw,0.188962067,0.932950461
723,L-BFGS-B,13,4,bw,0.179960001,0.944781619
724,L-BFGS-B,13,5,bw,0.173859124,0.942258425
725,L-BFGS-B,13,6,bw,0.193523323,0.92197633
726,L-BFGS-B,13,7,bw,0.166561947,0.946140892
727,L-BFGS-B,13,8,bw,0.193183043,0.934939079
728,L-BFGS-B,13,9,bw,0.176114145,0.933414222
729,L-BFGS-B,13,10,bw,0.180717507,0.943400261
730,L-BFGS-B,14,1,bw,0.193157764,0.921639293
731,L-BFGS-B,14,2,bw,0.213634514,0.900090875
732,L-BFGS-B,14,3,bw,0.185767205,0.943437718
733,L-BFGS-B,14,4,bw,0.189984665,0.928652146
734,L-BFGS-B,14,5,bw,0.182225354,0.935804319
735,L-BFGS-B,14,6,bw,0.153882906,0.948158588
736,L-BFGS-B,14,7,bw,0.185092918,0.928104477
737,L-BFGS-B,14,8,bw,0.212988472,0.909390865
738,L-BFGS-B,14,9,bw,0.165473445,0.952757765
739,L-BFGS-B,14,10,bw,0.181261068,0.930987417
740,L-BFGS-B,15,1,bw,0.173952871,0.941704366
741,L-BFGS-B,15,2,bw,0.169810583,0.947573499
742,L-BFGS-B,15,3,bw,0.215445828,0.915983079
743,L-BFGS-B,15,4,bw,0.163291747,0.949138856
744,L-BFGS-B,15,5,bw,0.184701131,0.928235082
745,L-BFGS-B,15,6,bw,0.194957462,0.930171321
746,L-BFGS-B,15,7,bw,0.185843612,0.928387301
747,L-BFGS-B,15,8,bw,0.182758592,0.935464446
748,L-BFGS-B,15,9,bw,0.17998242,0.937064849
749,L-BFGS-B,15,10,bw,0.169490993,0.943294908
750,L-BFGS-B,16,1,bw,0.16698223,0.948125395
751,L-BFGS-B,16,2,bw,0.192939513,0.92347238
752,L-BFGS-B,16,3,bw,0.172632347,0.939923121
753,L-BFGS-B,16,4,bw,0.167121277,0.94691285
754,L-BFGS-B,16,5,bw,0.189525136,0.92779768
755,L-BFGS-B,16,6,bw,0.168253817,0.946616182
756,L-BFGS-B,16,7,bw,0.207307141,0.920041199
757,L-BFGS-B,16,8,bw,0.22072666,0.911579916
758,L-BFGS-B,16,9,bw,0.188298807,0.933551142
759,L-BFGS-B,16,10,bw,0.184176003,0.931883659
760,L-BFGS-B,17,1,bw,0.214277471,0.905778527
761,L-BFGS-B,17,2,bw,0.198633189,0.92495717
762,L-BFGS-B,17,3,bw,0.176942342,0.942744324
763,L-BFGS-B,17,4,bw,0.171205445,0.943485059
764,L-BFGS-B,17,5,bw,0.184267085,0.9344506
765,L-BFGS-B,17,6,bw,0.182008565,0.9377425
766,L-BFGS-B,17,7,bw,0.152994541,0.959530345
767,L-BFGS-B,17,8,bw,0.183657416,0.935285764
768,L-BFGS-B,17,9,bw,0.160306563,0.946589957
769,L-BFGS-B,17,10,bw,0.170190737,0.940988332
770,L-BFGS-B,18,1,bw,0.213634514,0.900090875
771,L-BFGS-B,18,2,bw,0.179753217,0.933833861
772,L-BFGS-B,18,3,bw,0.163635414,0.94517409
773,L-BFGS-B,18,4,bw,0.151616955,0.953423478
774,L-BFGS-B,18,5,bw,0.177460273,0.939527159
775,L-BFGS-B,18,6,bw,0.163893876,0.955014535
776,L-BFGS-B,18,7,bw,0.208480886,0.912666285
777,L-BFGS-B,18,8,bw,0.194421522,0.933623817
778,L-BFGS-B,18,9,bw,0.192404937,0.929322148
779,L-BFGS-B,18,10,bw,0.201680142,0.915346472
780,L-BFGS-B,19,1,bw,0.168846593,0.942799544
781,L-BFGS-B,19,2,bw,0.161865769,0.952841051
782,L-BFGS-B,19,3,bw,0.180379098,0.938561147
783,L-BFGS-B,19,4,bw,0.189972888,0.92843036
784,L-BFGS-B,19,5,bw,0.197189135,0.915950208
785,L-BFGS-B,19,6,bw,0.207442248,0.921973303
786,L-BFGS-B,19,7,bw,0.177415759,0.948771301
787,L-BFGS-B,19,8,bw,0.153618194,0.946180868
788,L-BFGS-B,19,9,bw,0.191669733,0.928316696
789,L-BFGS-B,19,10,bw,0.198724433,0.922856059
790,L-BFGS-B,20,1,bw,0.194362291,0.932862383
791,L-BFGS-B,20,2,bw,0.184600012,0.936443579
792,L-BFGS-B,20,3,bw,0.207655182,0.913222109
793,L-BFGS-B,20,4,bw,0.17033976,0.944598389
794,L-BFGS-B,20,5,bw,0.165366778,0.949119947
795,L-BFGS-B,20,6,bw,0.175699739,0.940817863
796,L-BFGS-B,20,7,bw,0.188296013,0.922972702
797,L-BFGS-B,20,8,bw,0.191611223,0.935305458
798,L-BFGS-B,20,9,bw,0.201047402,0.908928445
799,L-BFGS-B,20,10,bw,0.175592869,0.943041559
800,L-BFGS-B,21,1,bw,0.177065941,0.939317541
801,L-BFGS-B,21,2,bw,0.17001319,0.938896933
802,L-BFGS-B,21,3,bw,0.214103473,0.919370415
803,L-BFGS-B,21,4,bw,0.184746166,0.938352853
804,L-BFGS-B,21,5,bw,0.174003248,0.940507134
805,L-BFGS-B,21,6,bw,0.182803377,0.935949976
806,L-BFGS-B,21,7,bw,0.19982535,0.917703976
807,L-BFGS-B,21,8,bw,0.168151931,0.941177244
808,L-BFGS-B,21,9,bw,0.198951514,0.921975858
809,L-BFGS-B,21,10,bw,0.16973236,0.948863191
810,L-BFGS-B,22,1,bw,0.208565724,0.906844063
811,L-BFGS-B,22,2,bw,0.165383317,0.946374419
812,L-BFGS-B,22,3,bw,0.203443412,0.920459848
813,L-BFGS-B,22,4,bw,0.184319249,0.933300955
814,L-BFGS-B,22,5,bw,0.171800609,0.946902297
815,L-BFGS-B,22,6,bw,0.172423867,0.938673649
816,L-BFGS-B,22,7,bw,0.197781261,0.931012811
817,L-BFGS-B,22,8,bw,0.176202686,0.938039047
818,L-BFGS-B,22,9,bw,0.16632275,0.951596749
819,L-BFGS-B,22,10,bw,0.157715072,0.950684806
820,L-BFGS-B,23,1,bw,0.191647535,0.931534433
821,L-BFGS-B,23,2,bw,0.173775031,0.931573551
822,L-BFGS-B,23,3,bw,0.186871154,0.938636981
823,L-BFGS-B,23,4,bw,0.204953909,0.919846614
824,L-BFGS-B,23,5,bw,0.192192913,0.916045839
825,L-BFGS-B,23,6,bw,0.161570994,0.955763072
826,L-BFGS-B,23,7,bw,0.212806379,0.909834921
827,L-BFGS-B,23,8,bw,0.177778216,0.943144498
828,L-BFGS-B,23,9,bw,0.181325448,0.933110353
829,L-BFGS-B,23,10,bw,0.190149613,0.928690968
830,L-BFGS-B,24,1,bw,0.186243052,0.939534252
831,L-BFGS-B,24,2,bw,0.151734108,0.954114687
832,L-BFGS-B,24,3,bw,0.169032471,0.947281831
833,L-BFGS-B,24,4,bw,0.190753577,0.924569171
834,L-BFGS-B,24,5,bw,0.163222596,0.949342351
835,L-BFGS-B,24,6,bw,0.173985962,0.933609938
836,L-BFGS-B,24,7,bw,0.19556524,0.930330147
837,L-BFGS-B,24,8,bw,0.21934427,0.908438753
838,L-BFGS-B,24,9,bw,0.187595557,0.930194859
839,L-BFGS-B,24,10,bw,0.180324823,0.939320605
840,L-BFGS-B,25,1,bw,0.177413399,0.947182197
841,L-BFGS-B,25,2,bw,0.167948295,0.943175147
842,L-BFGS-B,25,3,bw,0.157309018,0.95092251
843,L-BFGS-B,25,4,bw,0.196424535,0.932414223
844,L-BFGS-B,25,5,bw,0.162312251,0.935929099
845,L-BFGS-B,25,6,bw,0.199668756,0.921319014
846,L-BFGS-B,25,7,bw,0.176294932,0.935603616
847,L-BFGS-B,25,8,bw,0.182859736,0.935040176
848,L-BFGS-B,25,9,bw,0.203191505,0.92278832
849,L-BFGS-B,25,10,bw,0.190794518,0.937626611
850,L-BFGS-B,26,1,bw,0.172268032,0.942738776
851,L-BFGS-B,26,2,bw,0.178901281,0.937186758
852,L-BFGS-B,26,3,bw,0.164491643,0.940250616
853,L-BFGS-B,26,4,bw,0.179639679,0.944603245
854,L-BFGS-B,26,5,bw,0.18288534,0.937534401
855,L-BFGS-B,26,6,bw,0.218384928,0.903020566
856,L-BFGS-B,26,7,bw,0.162328867,0.957617833
857,L-BFGS-B,26,8,bw,0.203925296,0.913820732
858,L-BFGS-B,26,9,bw,0.15924088,0.950793565
859,L-BFGS-B,26,10,bw,0.213634514,0.900090875
860,L-BFGS-B,27,1,bw,0.183113164,0.937823961
861,L-BFGS-B,27,2,bw,0.186115853,0.934375528
862,L-BFGS-B,27,3,bw,0.172849437,0.937356953
863,L-BFGS-B,27,4,bw,0.178322651,0.939283825
864,L-BFGS-B,27,5,bw,0.210955224,0.905717563
865,L-BFGS-B,27,6,bw,0.184154422,0.931271257
866,L-BFGS-B,27,7,bw,0.168661811,0.948507908
867,L-BFGS-B,27,8,bw,0.164660104,0.944497514
868,L-BFGS-B,27,9,bw,0.176608171,0.941640175
869,L-BFGS-B,27,10,bw,0.163169595,0.953197363
870,L-BFGS-B,28,1,bw,0.165226738,0.949978169
871,L-BFGS-B,28,2,bw,0.171534772,0.94788336
872,L-BFGS-B,28,3,bw,0.207938384,0.90545726
873,L-BFGS-B,28,4,bw,0.152167447,0.951635555
874,L-BFGS-B,28,5,bw,0.212604875,0.911305955
875,L-BFGS-B,28,6,bw,0.206131751,0.915501049
876,L-BFGS-B,28,7,bw,0.193987806,0.920594223
877,L-BFGS-B,28,8,bw,0.197802244,0.930338536
878,L-BFGS-B,28,9,bw,0.172295531,0.946874466
879,L-BFGS-B,28,10,bw,0.157874094,0.953077878
880,L-BFGS-B,29,1,bw,0.171793141,0.940437797
881,L-BFGS-B,29,2,bw,0.211096349,0.912274741
882,L-BFGS-B,29,3,bw,0.175817135,0.934080235
883,L-BFGS-B,29,4,bw,0.169515178,0.946755281
884,L-BFGS-B,29,5,bw,0.16003015,0.95034919
885,L-BFGS-B,29,6,bw,0.194259299,0.920252551
886,L-BFGS-B,29,7,bw,0.169061281,0.939858809
887,L-BFGS-B,29,8,bw,0.211057038,0.926407736
888,L-BFGS-B,29,9,bw,0.190064785,0.935521849
889,L-BFGS-B,29,10,bw,0.154558449,0.957186687
890,L-BFGS-B,30,1,bw,0.212883135,0.913925324
891,L-BFGS-B,30,2,bw,0.197188288,0.929945121
892,L-BFGS-B,30,3,bw,0.169881135,0.946038317
893,L-BFGS-B,30,4,bw,0.187325199,0.937420456
894,L-BFGS-B,30,5,bw,0.191326399,0.927850401
895,L-BFGS-B,30,6,bw,0.182838455,0.93955199
896,L-BFGS-B,30,7,bw,0.181356623,0.93085191
897,L-BFGS-B,30,8,bw,0.159550501,0.951628162
898,L-BFGS-B,30,9,bw,0.171157769,0.93519259
899,L-BFGS-B,30,10,bw,0.204292226,0.916891498
