,otimizador,repeticao,teste%,modelo,RMSE,R2
366,L-BFGS-B,7,0.33,bw,0.17988797216446775,0.9408612621322521
367,L-BFGS-B,8,0.33,bw,0.19351311104270286,0.9256118992199905
368,L-BFGS-B,9,0.33,bw,0.1879992330688744,0.931607326778436
369,L-BFGS-B,10,0.33,bw,0.17659763963272998,0.9400298380999624
370,L-BFGS-B,11,0.33,bw,0.1780771609452178,0.9385885826987143
371,L-BFGS-B,12,0.33,bw,0.17751144544935815,0.9414473746840715
372,L-BFGS-B,13,0.33,bw,0.1832575018852474,0.9364655526234817
373,L-BFGS-B,14,0.33,bw,0.1938455997972503,0.9305122449914521
374,L-BFGS-B,15,0.33,bw,0.1801036155072077,0.9369253436911819
375,L-BFGS-B,16,0.33,bw,0.19082675108610547,0.9296305759251825
376,L-BFGS-B,17,0.33,bw,0.18661658708763912,0.9322779245647942
377,L-BFGS-B,18,0.33,bw,0.1712405234230662,0.9377958769114161
378,L-BFGS-B,19,0.33,bw,0.17571947682329092,0.9420117022572538
379,L-BFGS-B,20,0.33,bw,0.1855788484980382,0.9358860813500226
380,L-BFGS-B,21,0.33,bw,0.16669111654745508,0.9460863215116911
381,L-BFGS-B,22,0.33,bw,0.20981572876631632,0.9120172306505148
382,L-BFGS-B,23,0.33,bw,0.1621464526013742,0.9477180733598061
383,L-BFGS-B,24,0.33,bw,0.19844808449389395,0.9258341919153583
384,L-BFGS-B,25,0.33,bw,0.18407849893356878,0.935618237219439
385,L-BFGS-B,26,0.33,bw,0.19730262273738772,0.9219262608631896
386,L-BFGS-B,27,0.33,bw,0.17340766879837832,0.9411365230738139
387,L-BFGS-B,28,0.33,bw,0.17701880488525762,0.938572789109846
388,L-BFGS-B,29,0.33,bw,0.1750572838775541,0.9419096396377541
389,L-BFGS-B,30,0.33,bw,0.1740029148991966,0.9396681218705203
390,L-BFGS-B,1,0.33,ch,7193.420102117483,0.7195624326818794
391,L-BFGS-B,2,0.33,ch,7374.874624418324,0.7068032484205969
392,L-BFGS-B,3,0.33,ch,6846.091298734455,0.7319823709843734
393,L-BFGS-B,4,0.33,ch,7232.488068228629,0.718710394895637
394,L-BFGS-B,5,0.33,ch,7166.244523990144,0.7107327743231217
395,L-BFGS-B,6,0.33,ch,7258.895031942815,0.7160337689952182
396,L-BFGS-B,7,0.33,ch,6031.9336570969845,0.7713252742158077
397,L-BFGS-B,8,0.33,ch,7066.640505426988,0.7184005103864542
398,L-BFGS-B,9,0.33,ch,7702.123291614618,0.6903202627478877
399,L-BFGS-B,10,0.33,ch,7200.9632668415015,0.7155962408055435
400,L-BFGS-B,11,0.33,ch,7265.937602612231,0.7190585966483294
401,L-BFGS-B,12,0.33,ch,7580.922354962283,0.6994457690689149
402,L-BFGS-B,13,0.33,ch,6683.181069437435,0.7399103695608096
403,L-BFGS-B,14,0.33,ch,7574.423367295003,0.6965781428182618
404,L-BFGS-B,15,0.33,ch,6926.300654480397,0.7264999099242606
405,L-BFGS-B,16,0.33,ch,7525.7597929384765,0.6980963661097899
406,L-BFGS-B,17,0.33,ch,7167.4344040282695,0.7083485095649169
407,L-BFGS-B,18,0.33,ch,6772.749285474847,0.7420155487926265
408,L-BFGS-B,19,0.33,ch,6526.666843097356,0.7517130625215671
409,L-BFGS-B,20,0.33,ch,6844.515384953339,0.7286523108171634
410,L-BFGS-B,21,0.33,ch,7923.645083802074,0.6830434101685825
411,L-BFGS-B,22,0.33,ch,7190.635039562452,0.7042642797606298
412,L-BFGS-B,23,0.33,ch,6396.304697280869,0.7531414455512255
413,L-BFGS-B,24,0.33,ch,6911.112813368217,0.7186701183145341
414,L-BFGS-B,25,0.33,ch,8083.939104910763,0.6807141337183327
415,L-BFGS-B,26,0.33,ch,7593.747660586548,0.6917644651723845
416,L-BFGS-B,27,0.33,ch,6587.811343458205,0.7430670638032868
417,L-BFGS-B,28,0.33,ch,6858.609674955504,0.7287914494007427
418,L-BFGS-B,29,0.33,ch,6614.3045257513895,0.7377915743994241
419,L-BFGS-B,30,0.33,ch,6573.327630619435,0.7358484295646786
420,L-BFGS-B,1,0.33,sak,0.14224554635061282,0.9605399311751093
421,L-BFGS-B,2,0.33,sak,0.14450035460975683,0.9595182302592817
422,L-BFGS-B,3,0.33,sak,0.14617298077663443,0.9594884023398151
423,L-BFGS-B,4,0.33,sak,0.1412350193076713,0.9622032908230368
424,L-BFGS-B,5,0.33,sak,0.13730052502003182,0.9649263077300695
425,L-BFGS-B,6,0.33,sak,0.14386033283627422,0.9594021357850531
426,L-BFGS-B,7,0.33,sak,0.1393702147048052,0.9625696464616159
427,L-BFGS-B,8,0.33,sak,0.14481771663778362,0.9613889572131193
428,L-BFGS-B,9,0.33,sak,0.147553963145773,0.9581476445412098
429,L-BFGS-B,10,0.33,sak,0.14708479357747026,0.9603328033350057
430,L-BFGS-B,11,0.33,sak,0.14279630067629795,0.9608639835503684
431,L-BFGS-B,12,0.33,sak,0.1410868090015554,0.9609748775693623
432,L-BFGS-B,13,0.33,sak,0.13985587650309117,0.9625292171634086
433,L-BFGS-B,14,0.33,sak,0.14087175614401387,0.9624558436081315
434,L-BFGS-B,15,0.33,sak,0.14578799899510525,0.957177272029883
435,L-BFGS-B,16,0.33,sak,0.1431577391050042,0.9586440586807403
436,L-BFGS-B,17,0.33,sak,0.1522335846004051,0.9558729100198905
437,L-BFGS-B,18,0.33,sak,0.1448475003080822,0.9583221820878457
438,L-BFGS-B,19,0.33,sak,0.14210699933001675,0.9609500463967803
439,L-BFGS-B,20,0.33,sak,0.14315679012730323,0.960092551502902
440,L-BFGS-B,21,0.33,sak,0.13928811172365121,0.9620245743761764
441,L-BFGS-B,22,0.33,sak,0.1385182776949738,0.9604126155038258
442,L-BFGS-B,23,0.33,sak,0.1485590264935349,0.9598682048455646
443,L-BFGS-B,24,0.33,sak,0.14199959037190643,0.9625642632978045
444,L-BFGS-B,25,0.33,sak,0.150331145818279,0.9573407659599357
445,L-BFGS-B,26,0.33,sak,0.14438973210207628,0.95951194200086
446,L-BFGS-B,27,0.33,sak,0.14297705584269293,0.9602362049095826
447,L-BFGS-B,28,0.33,sak,0.13975365545296933,0.9617556675731008
448,L-BFGS-B,29,0.33,sak,0.1392407079878334,0.9598315302856836
449,L-BFGS-B,30,0.33,sak,0.14378945847925448,0.9623871658065105
